层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),基材加热监控用PT100(℃),基材加热PT100偏差(℃),预涂料钝化压力(Bar),过滤器氧含量(%),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),灰桶料位(%),预涂料剩余重量(g),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),预涂料蝶阀状态(),卸灰蝶阀状态(),过滤器安全门锁()
6565,473082,2025-05-18 03:16:36,3.450521,36.067707,33.900002,4.542101,2.994713,1.858536,1,1,520.001,17.265623,330.713,-10.368801,5.769676,14.898004,4.469763,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,459.913757,40.198189,-2.417534,0,0,31.005,-2.226562,153,0.001,0,1,1
6565,473083,2025-05-18 03:16:36,3.478733,36.067707,33.900002,4.543548,2.997416,1.877923,1,1,520.001,17.187498,330.713,-10.764092,5.769676,14.913195,4.469763,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,448.10437,40.39241,-2.434896,0,0,31.005,-2.128906,153,0.001,0,1,1
6565,473084,2025-05-18 03:16:37,3.498264,36.067707,33.900002,4.543548,2.999425,1.894095,1,1,520.001,17.011717,330.713,-10.368801,5.768952,14.874132,4.469763,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,448.10437,40.498352,-2.430555,0,0,31.005,-2.753906,153,0.001,0,1,1
6565,473085,2025-05-18 03:16:37,3.576389,36.067707,33.900002,4.543548,3.006927,1.87836,1,1,520.001,16.660154,330.713,-10.642464,5.768952,14.898004,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,439.559143,40.598408,-2.430555,0,0,31.005,-1.484375,153,0.001,0,1,1
6565,473086,2025-05-18 03:16:38,3.561198,36.067707,33.900002,4.542824,3.010427,1.892102,1,1,520.001,17.246092,330.713,-10.764092,5.768952,14.913195,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,455.092468,40.792629,-2.482639,0,0,31.005,-1.464844,153,0.001,0,1,1
6565,473087,2025-05-18 03:16:38,3.552517,36.067707,33.900002,4.544271,3.018334,1.900177,1,1,520.001,17.343748,330.713,-10.794499,5.768952,14.913195,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,463.355164,40.69846,-2.460938,0,0,31.005,-1.875,153,0.001,0,1,1
6565,473088,2025-05-18 03:16:39,3.552517,36.067707,33.900002,4.544271,3.018976,1.899642,1,1,520.001,16.874998,330.713,-10.368801,5.768952,14.913195,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,467.869446,40.69846,-2.439236,0,0,31.005,-2.226562,153,0.001,0,1,1
6565,473089,2025-05-18 03:16:39,3.548177,36.067707,33.900002,4.542824,3.039442,1.915939,1,1,520.001,16.953123,330.713,-10.855313,5.768229,15.00434,4.469763,2.937645,33.200001,0.700001,4.986979,0.001,4.986979,475.182129,40.69846,-2.456596,0,0,31.005,-1.464844,153,0.001,0,1,1
6565,473090,2025-05-18 03:16:40,3.548177,36.067707,33.900002,4.542824,3.034362,1.910727,1,1,520.001,17.265623,330.713,-10.764092,5.768952,14.989149,4.469763,2.937645,33.200001,0.700001,4.986979,0.001,4.986979,469.73822,40.69846,-2.456596,0,0,31.005,-1.699219,153,0.001,0,1,1
6565,473091,2025-05-18 03:16:40,3.493924,36.067707,33.900002,4.542824,3.030167,1.910302,1,1,520.001,16.640623,330.713,-10.490429,5.768952,14.989149,4.469763,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,463.667419,40.798515,-2.469618,0,0,31.005,-2.597656,153,0.001,0,1,1
6566,473090,2025-05-18 03:16:40,3.548177,36.067707,33.900002,4.542824,3.034362,1.910727,1,1,520.001,17.265623,330.713,-10.764092,5.768952,14.989149,4.469763,2.937645,33.200001,0.700001,4.986979,0.001,4.986979,469.73822,40.69846,-2.456596,0,0,31.005,-1.699219,153,0.001,0,1,1
6566,473091,2025-05-18 03:16:40,3.493924,36.067707,33.900002,4.542824,3.030167,1.910302,1,1,520.001,16.640623,330.713,-10.490429,5.768952,14.989149,4.469763,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,463.667419,40.798515,-2.469618,0,0,31.005,-2.597656,153,0.001,0,1,1
6566,473092,2025-05-18 03:16:41,3.630642,36.082176,34.0,4.542824,3.030295,1.914508,1,1,475.917,-38.671871,331.213,4.986754,5.768229,15.457899,4.469039,2.937645,33.200001,0.799999,4.986979,0.001,4.986979,460.143066,40.898571,-2.478298,0,0,31.005,-1.699219,153,0.001,0,1,1
6566,473093,2025-05-18 03:16:41,3.576389,36.082176,33.900002,4.542101,3.037138,1.912771,1,1,308.508,-34.238277,331.213,-14.473751,5.767506,15.729167,4.469763,2.937645,33.200001,0.700001,4.986979,0.001,4.986979,458.318024,40.998619,-2.50868,0,0,31.005,-1.757812,154,0.001,0,1,1
6566,473094,2025-05-18 03:16:42,3.619792,36.082176,33.900002,4.542824,3.036686,1.914045,1,1,251.736,-36.406246,331.213,-16.389395,5.768952,15.794271,4.469039,2.936921,33.200001,0.700001,4.986979,0.001,4.986979,458.318024,40.998619,-2.526041,0,0,31.005,-3.144531,154,0.001,0,1,1
6566,473095,2025-05-18 03:16:42,3.619792,36.082176,34.0,4.542824,3.041032,1.921055,1,1,197.325,-37.167965,331.213,-16.693464,5.768952,15.796441,4.469039,2.937645,33.200001,0.799999,4.986256,0.001,4.986256,463.355164,41.098675,-2.565104,0,0,31.005,-2.34375,153,0.001,0,1,1
6566,473096,2025-05-18 03:16:43,3.58941,36.082176,33.900002,4.541378,3.044037,1.921524,1,1,79.767,-41.992184,331.213,-15.20352,5.767506,15.796441,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,464.683685,41.098675,-2.534721,0,0,31.005,-1.699219,153,0.001,0,1,1
6566,473097,2025-05-18 03:16:44,3.552517,36.082176,33.900002,4.541378,3.049229,1.911817,1,1,5.304,-36.035152,330.76,-26.788603,5.766782,16.059029,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,466.720062,41.19873,-2.556423,0,0,31.005,-2.460937,153,0.001,0,1,1
6566,473098,2025-05-18 03:16:44,3.572049,36.082176,33.900002,4.541378,3.059774,1.928901,1,1,-5.02,-13.984374,330.752,-7.997052,5.768229,15.559896,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,466.720062,41.298786,-2.573784,0,0,73.172,-54.140621,153,0.001,0,1,1
6566,473099,2025-05-18 03:16:45,3.606771,36.082176,33.900002,4.542824,3.067528,1.940954,1,1,-5.002,-12.421874,330.753,-9.000484,5.768229,15.546875,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,474.99939,41.298786,-2.573784,0,0,78.939,-35.332027,153,0.001,0,1,1
6566,473100,2025-05-18 03:16:45,3.608941,36.067707,33.900002,4.542824,3.072366,1.96131,1,1,4.053,30.195309,330.753,-9.334961,5.768952,15.546875,4.469039,2.937645,33.200001,0.700001,4.986979,0.001,4.986979,474.99939,41.298786,-2.573784,0,0,78.997,-36.269527,154,0.001,0,1,1
6566,473101,2025-05-18 03:16:46,3.621962,36.067707,34.0,4.541378,3.078959,1.967656,1,1,44.42,30.859371,330.753,-9.517404,5.768229,15.065104,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,483.177612,41.298786,-2.595486,0,0,79.012,-35.83984,154,0.001,0,1,1
6566,473102,2025-05-18 03:16:46,3.621962,36.067707,34.0,4.541378,3.078959,1.967656,1,1,44.42,30.859371,330.753,-9.517404,5.768229,15.065104,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,483.177612,41.298786,-2.595486,0,0,79.012,-35.83984,154,0.001,0,1,1
6566,473103,2025-05-18 03:16:47,3.59809,36.067707,33.900002,4.542101,3.090637,1.952539,1,1,110.197,27.890623,330.753,-9.851881,5.767506,15.00434,4.469039,2.937645,33.200001,0.700001,4.986256,0.001,4.986256,480.260223,41.298786,-2.595486,0,0,79.012,-34.43359,154,0.001,0,1,1
