层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),CPU占用率(%),内存占用率(%),硬盘剩余容量(%),网络占用率(%),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),成形室氧含量监控用氧传感器(%),成形室氧含量偏差(%),基材加热监控用PT100(℃),基材加热PT100偏差(℃),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),预涂料蝶阀状态(),卸灰蝶阀状态(),过滤器安全门锁(),预涂料钝化压力(Bar),过滤器氧含量(%),灰桶料位(%),预涂料剩余重量(g)
1969,337266,2025-01-19 17:15:41,3.812934,33.680557,35.0,5.942564,,,,,2.410573,5.16346,1.0,1.0,439.432,34.726559,202.405,-9.274147,5.530237,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,446.162415,44.194469,-0.698784,174.989,-1.757812,266.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1969,337267,2025-01-19 17:15:42,3.884549,33.680557,35.0,5.942564,,,,,2.408394,5.176404,1.0,1.0,454.954,37.636715,202.405,-9.365369,5.530237,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,446.162415,44.194469,-0.668404,174.989,-1.132812,266.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1969,337268,2025-01-19 17:15:42,3.765191,33.680557,35.0,5.943287,,,,,2.403949,5.167679,1.0,1.0,483.597,30.859371,202.405,-9.122112,5.530237,0.666233,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,452.750336,44.000244,-0.63368,174.989,-0.429687,266.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337360,2025-01-19 17:16:30,3.802083,33.709492,35.0,5.943287,,,,,2.353958,4.952911,1.0,1.0,520.0,9.179687,202.405,-8.970077,5.530961,0.666233,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,468.014679,43.399918,-0.507813,174.989,-1.953125,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337361,2025-01-19 17:16:30,3.802083,33.709492,35.0,5.94184,,,,,2.351582,4.937511,1.0,1.0,520.0,9.101562,202.405,-9.547811,5.530961,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,462.515686,43.299866,-0.507813,174.989,-0.820312,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337362,2025-01-19 17:16:31,3.828125,33.709492,35.0,5.942564,,,,,2.344493,4.968893,1.0,1.0,475.744,-46.93359,202.905,0.51692,5.530237,0.668403,5.862268,3.987992,0.0517,0.0,34.900002,0.099998,4.232494,457.415741,43.299866,-0.46875,174.989,-0.527344,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337363,2025-01-19 17:16:31,3.828125,33.709492,35.0,5.942564,,,,,2.344493,4.968893,1.0,1.0,475.744,-46.93359,202.905,0.51692,5.530237,0.668403,5.862268,3.987992,0.0517,0.0,34.900002,0.099998,4.232494,457.415741,43.299866,-0.46875,174.989,-0.527344,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337364,2025-01-19 17:16:32,3.828125,33.709492,35.0,5.942564,,,,,2.343719,4.982406,1.0,1.0,289.324,-41.054684,202.905,-12.041188,5.531684,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,437.239319,43.394035,-0.520834,174.989,-1.914062,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337365,2025-01-19 17:16:32,3.858507,33.709492,35.0,5.942564,,,,,2.340712,4.975629,1.0,1.0,194.925,-41.386715,202.905,-12.254037,5.530237,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,430.629791,43.394035,-0.516493,174.989,-1.347656,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337366,2025-01-19 17:16:33,3.858507,33.695023,35.0,5.94184,,,,,2.340511,4.974571,1.0,1.0,118.923,-38.437496,202.905,-11.858746,5.530237,0.666233,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,430.629791,43.494087,-0.503471,174.989,-1.601562,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337367,2025-01-19 17:16:33,3.873698,33.695023,35.0,5.942564,,,,,2.340406,4.98416,1.0,1.0,46.119,-38.320309,202.905,-11.706711,5.531684,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,455.006775,43.494087,-0.494791,174.989,-0.820312,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337368,2025-01-19 17:16:34,3.886719,33.695023,35.0,5.942564,,,,,2.340618,4.98958,1.0,1.0,-5.006,-19.570311,202.467,-19.734169,5.531684,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,460.382446,43.399918,-0.47743,174.989,-1.113281,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337369,2025-01-19 17:16:34,3.858507,33.695023,35.0,5.943287,,,,,2.340056,4.978188,1.0,1.0,-5.0,-16.015623,202.466,-12.770957,5.530237,0.666233,5.862268,3.988715,0.0516,0.0,34.900002,0.099998,4.232494,470.476044,43.19981,-0.416666,243.284,-4.511718,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337370,2025-01-19 17:16:35,3.858507,33.695023,35.0,5.943287,,,,,2.340056,4.978188,1.0,1.0,-5.0,-16.015623,202.466,-12.770957,5.530237,0.666233,5.862268,3.988715,0.0516,0.0,34.900002,0.099998,4.232494,470.476044,43.19981,-0.416666,243.284,-4.511718,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337371,2025-01-19 17:16:35,3.845486,33.695023,35.0,5.943287,,,,,2.335482,4.965693,1.0,1.0,4.678,32.656246,202.466,-9.608624,5.530237,0.668403,5.862268,3.988715,0.0516,0.0,34.900002,0.099998,4.232494,473.528564,42.999706,-0.442709,242.976,1.582031,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337372,2025-01-19 17:16:36,3.845486,33.695023,35.0,5.943287,,,,,2.335482,4.965693,1.0,1.0,4.678,32.656246,202.466,-9.608624,5.530237,0.668403,5.862268,3.988715,0.0516,0.0,34.900002,0.099998,4.232494,473.528564,42.999706,-0.442709,242.976,1.582031,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337373,2025-01-19 17:16:36,3.773871,33.695023,35.0,5.94184,,,,,2.331568,4.920444,1.0,1.0,45.196,25.429686,202.466,-10.551243,5.530237,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,473.528564,42.899651,-0.429688,242.973,-0.566406,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337374,2025-01-19 17:16:37,3.830295,33.695023,35.0,5.942564,,,,,2.329955,4.91994,1.0,1.0,65.836,23.085936,202.466,-11.189791,5.529514,0.668403,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,472.244965,42.899651,-0.429688,242.973,-2.148437,266.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
1970,337375,2025-01-19 17:16:37,3.823785,33.695023,35.0,5.943287,,,,,2.325096,4.900797,1.0,1.0,83.753,26.445311,202.466,-10.824906,5.530237,0.666233,5.862268,3.987992,0.0516,0.0,34.900002,0.099998,4.232494,470.135071,42.799595,-0.412327,242.973,-1.914062,265.0,0.0048,0.0,1.0,1.0,4.232494,0.0048,0.0,0.0
