层数,序号,时间,中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%)
10,3723,2024-11-01 18:22:10,2.69927,7.15944,1,1,519.999,9.628905,84.16,-15.051485,5.262587,16.692709,5.09838,3.768085,12.829861,33.04398,34.900002,5.143229,5.238715,431.444946,46.895927,7.569443,33.831,-10.996093,167,0.001
10,3724,2024-11-01 18:22:10,2.691496,7.167836,1,1,519.999,9.726562,84.16,-14.625787,5.26331,16.692709,5.09838,3.768085,12.788629,33.04398,34.900002,5.143229,5.238715,437.317566,46.795872,7.543404,33.831,-11.152343,167,0.001
10,3725,2024-11-01 18:22:11,2.686305,7.138002,1,1,519.999,9.39453,84.16,-14.38253,5.264034,16.692709,5.09838,3.768085,12.743055,33.029514,34.900002,5.143952,5.230035,443.251953,46.695816,7.556423,33.831,-11.445312,167,0.001
10,3726,2024-11-01 18:22:11,2.69,7.136068,1,1,519.999,9.921874,84.16,-15.142706,5.26331,16.692709,5.09838,3.768085,12.719184,33.029514,34.900002,5.143952,5.230035,443.251953,46.695816,7.556423,33.831,-11.347655,167,0.001
10,3727,2024-11-01 18:22:12,2.695369,7.136117,1,1,519.999,9.531249,84.16,-14.534565,5.262587,16.692709,5.09838,3.768085,12.745226,33.029514,34.900002,5.142506,5.230035,439.511261,46.695816,7.569443,33.831,-11.328124,167,0.001
10,3728,2024-11-01 18:22:12,2.684679,7.034211,1,1,519.999,9.589843,84.16,-13.926425,5.26331,16.692709,5.09838,3.767361,12.805989,33.029514,34.900002,5.142506,5.230035,437.317566,46.695816,7.569443,33.831,-11.171874,167,0.001
10,3729,2024-11-01 18:22:13,2.683749,7.097291,1,1,519.999,9.453124,84.16,-14.017646,5.262587,16.692709,5.09838,3.768085,12.845052,33.029514,34.900002,5.141782,5.230035,429.143677,46.695816,7.552082,33.831,-10.937499,167,0.001
10,3730,2024-11-01 18:22:13,2.68316,7.125105,1,1,519.999,9.667968,84.16,-14.656194,5.261863,16.692709,5.09838,3.768085,12.784288,33.029514,34.900002,5.141059,5.230035,418.56546,46.795872,7.539063,33.831,-11.249999,167,0.001
10,3731,2024-11-01 18:22:14,2.676232,7.124333,1,1,519.999,9.335937,84.16,-14.869042,5.261863,16.692709,5.09838,3.767361,12.792969,33.029514,34.900002,5.142506,5.230035,425.736298,46.895927,7.534721,33.831,-11.386718,167,0.001
10,3732,2024-11-01 18:22:14,2.679181,7.136643,1,1,519.999,9.218749,84.16,-14.352123,5.261863,16.692709,5.09838,3.768085,12.868923,33.029514,34.900002,5.142506,5.230035,425.736298,46.895927,7.534721,33.831,-11.074218,167,0.001
10,3733,2024-11-01 18:22:15,2.683992,7.108677,1,1,519.999,9.55078,84.16,-14.200088,5.261863,16.692709,5.09838,3.768085,12.80816,33.015045,34.900002,5.141782,5.230035,435.574249,46.795872,7.543404,33.831,-11.11328,167,0.001
10,3734,2024-11-01 18:22:15,2.690552,7.108374,1,1,519.999,9.765624,84.16,-14.017646,5.262587,16.692709,5.097656,3.768085,12.764757,33.015045,34.900002,5.141782,5.230035,439.181305,46.795872,7.53038,33.831,-11.191405,167,0.001
