层数,序号,时间,中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%)
10,12718,2024-12-02 18:33:38,3.57224,2.129785,1,1,77.342,24.257811,98.941,-6.020594,5.530961,19.331596,4.805411,3.431713,1.677517,30.367477,26.1,4.831452,5.404369,462.172974,41.098675,-4.635416,346.776,-1.875,245,0.0107
10,12719,2024-12-02 18:33:38,3.57176,2.130645,1,1,99.424,26.054686,98.941,-6.111815,5.531684,19.331596,4.805411,3.431713,1.733941,30.367477,26.1,4.830729,5.404369,461.956024,41.098675,-4.652779,346.776,-1.386719,246,0.0107
10,12720,2024-12-02 18:33:39,3.573721,2.130111,1,1,109.36,27.714842,98.941,-5.990187,5.531684,19.331596,4.805411,3.431713,1.71224,30.367477,26.1,4.830729,5.404369,461.956024,41.098675,-4.683159,346.779,-2.597656,245,0.0107
10,12721,2024-12-02 18:33:39,3.574621,2.118443,1,1,123.538,29.355465,98.941,-6.567921,5.531684,19.331596,4.805411,3.431713,1.746962,30.367477,26.1,4.831452,5.404369,461.956024,41.098675,-4.665798,346.779,-0.820312,245,0.0107
10,12722,2024-12-02 18:33:40,3.572858,2.094769,1,1,139.512,26.914061,98.941,-6.567921,5.531684,19.331596,4.805411,3.431713,1.668837,30.367477,26.1,4.829282,5.403646,461.025818,41.098675,-4.631077,346.779,-1.5625,245,0.0107
10,12723,2024-12-02 18:33:40,3.570784,2.118228,1,1,162.058,26.484373,98.941,-7.328097,5.531684,19.331596,4.804688,3.431713,1.733941,30.367477,26.1,4.830729,5.404369,464.407318,41.098675,-4.6875,346.779,-0.820312,245,0.0107
10,12724,2024-12-02 18:33:41,3.570677,2.127636,1,1,175.634,26.386717,98.941,-7.936237,5.531684,19.331596,4.804688,3.431713,1.692708,30.367477,26.1,4.831452,5.404369,466.3461,41.098675,-4.644096,346.779,-0.859375,245,0.0107
10,12725,2024-12-02 18:33:41,3.569292,2.137636,1,1,188.69,27.304686,98.941,-7.845016,5.530961,19.331596,4.804688,3.431713,1.701389,30.367477,26.1,4.830006,5.404369,470.11026,40.998619,-4.657118,346.779,-2.285156,245,0.0107
10,12726,2024-12-02 18:33:42,3.564458,2.137903,1,1,204.78,27.558592,98.941,-8.301122,5.531684,19.331596,4.804688,3.431713,1.751302,30.367477,26.1,4.830006,5.404369,471.117188,40.998619,-4.635416,346.779,-1.816406,245,0.0107
10,12727,2024-12-02 18:33:42,3.559224,2.129678,1,1,222.787,26.054686,98.941,-9.030891,5.532407,19.329428,4.804688,3.431713,1.677517,30.367477,26.1,4.829282,5.404369,471.117188,40.898571,-4.618055,346.779,-1.269531,245,0.0107
10,12728,2024-12-02 18:33:43,3.559651,2.135345,1,1,239.352,25.937498,98.941,-10.034324,5.531684,19.331596,4.804688,3.431713,1.681858,30.367477,26.1,4.830006,5.404369,471.117188,40.898571,-4.635416,346.779,-1.875,245,0.0107
10,12729,2024-12-02 18:33:43,3.559651,2.135345,1,1,239.352,25.937498,98.941,-10.034324,5.531684,19.331596,4.804688,3.431713,1.681858,30.367477,26.1,4.830006,5.404369,471.117188,40.898571,-4.635416,346.779,-1.875,245,0.0107
10,12730,2024-12-02 18:33:44,3.559284,2.113456,1,1,253.264,26.542967,98.941,-10.855313,5.530961,19.331596,4.804688,3.431713,1.642795,30.367477,26.1,4.830006,5.404369,470.958649,40.898571,-4.613716,346.779,-1.015625,245,0.0107
10,12731,2024-12-02 18:33:44,3.549078,2.098126,1,1,286.746,24.160154,98.941,-11.676304,5.530237,19.331596,4.804688,3.431713,1.640625,30.367477,26.1,4.830729,5.404369,468.557404,40.798515,-4.600695,346.779,-1.953125,245,0.0107
10,12732,2024-12-02 18:33:45,3.545553,2.104854,1,1,300.898,25.859373,98.941,-12.071595,5.530961,19.331596,4.804688,3.431713,1.699219,30.367477,26.1,4.830006,5.404369,467.470032,40.798515,-4.613716,346.779,-2.519531,246,0.0107
10,12733,2024-12-02 18:33:45,3.541868,2.114656,1,1,311.929,27.070311,98.941,-12.071595,5.530237,19.331596,4.804688,3.431713,1.657986,30.367477,26.1,4.830729,5.404369,466.351501,40.798515,-4.578993,346.779,-1.894531,245,0.0107
10,12734,2024-12-02 18:33:46,3.541868,2.114656,1,1,311.929,27.070311,98.941,-12.071595,5.530237,19.331596,4.804688,3.431713,1.657986,30.367477,26.1,4.830729,5.404369,466.351501,40.798515,-4.578993,346.779,-1.894531,245,0.0107
10,12735,2024-12-02 18:33:46,3.53957,2.092393,1,1,347.575,29.804684,98.941,-13.166248,5.530961,19.331596,4.804688,3.431713,1.649306,30.367477,26.1,4.829282,5.404369,461.713013,40.69846,-4.574654,346.779,-2.519531,246,0.0107
10,12736,2024-12-02 18:33:47,3.541454,2.09674,1,1,364.382,27.226561,98.941,-12.618922,5.530237,19.331596,4.804688,3.431713,1.697049,30.367477,26.1,4.830006,5.404369,461.713013,40.69846,-4.587673,346.779,-2.382812,245,0.0107
10,12737,2024-12-02 18:33:47,3.541454,2.09674,1,1,364.382,27.226561,98.941,-12.618922,5.530237,19.331596,4.804688,3.431713,1.697049,30.367477,26.1,4.830006,5.404369,461.713013,40.69846,-4.587673,346.779,-2.382812,245,0.0107
10,12738,2024-12-02 18:33:48,3.529279,2.087139,1,1,377.823,27.011717,98.941,-12.588514,5.530237,19.331596,4.804688,3.431713,1.673177,30.367477,26.1,4.831452,5.404369,459.999817,40.69846,-4.583334,346.779,-2.519531,245,0.0107
10,12739,2024-12-02 18:33:48,3.52824,2.084886,1,1,402.995,27.441404,98.941,-13.166248,5.530237,19.361979,4.804688,3.431713,1.636285,30.367477,26.1,4.830006,5.404369,463.766846,40.69846,-4.583334,346.779,-1.347656,246,0.0107
10,12740,2024-12-02 18:33:49,3.530082,2.076944,1,1,413.573,31.015621,98.941,-13.227062,5.530961,19.361979,4.804688,3.431713,1.688368,30.367477,26.1,4.829282,5.404369,463.766846,40.69846,-4.587673,346.779,-1.464844,246,0.0107
10,12741,2024-12-02 18:33:49,3.52737,2.075724,1,1,431.822,31.835934,98.941,-13.591947,5.531684,19.361979,4.803964,3.431713,1.649306,30.367477,26.1,4.830006,5.404369,464.191803,40.69846,-4.561632,346.779,-1.269531,245,0.0107
10,12742,2024-12-02 18:33:50,3.526874,2.072121,1,1,451.622,31.542965,98.941,-13.409505,5.529514,19.361979,4.803964,3.431713,1.621094,30.35301,26.1,4.830729,5.404369,467.060425,40.598408,-4.583334,346.779,-1.074219,245,0.0107
10,12743,2024-12-02 18:33:50,3.524405,2.075231,1,1,467.7,29.335934,98.941,-13.500726,5.531684,19.361979,4.803964,3.431713,1.621094,30.35301,26.1,4.829282,5.404369,467.060425,40.598408,-4.583334,346.779,-1.152344,245,0.0107
10,12744,2024-12-02 18:33:51,3.52302,2.101031,1,1,482.097,25.527342,98.941,-13.075027,5.530961,19.361979,4.804688,3.431713,1.673177,30.35301,26.1,4.830729,5.404369,468.076263,40.598408,-4.578993,346.779,-1.933594,245,0.0107
10,12745,2024-12-02 18:33:51,3.526946,2.072401,1,1,499.861,26.464842,98.941,-13.379098,5.531684,19.361979,4.803964,3.431713,1.588542,30.35301,26.1,4.829282,5.404369,468.076263,40.598408,-4.544271,346.779,-1.855469,245,0.0107
10,12746,2024-12-02 18:33:52,3.525351,2.075829,1,1,506.931,27.597654,98.941,-12.588514,5.531684,19.361979,4.803964,3.431713,1.584201,30.35301,26.1,4.829282,5.404369,466.3461,40.498352,-4.544271,346.779,-1.660156,246,0.0107
10,12747,2024-12-02 18:33:52,3.519996,2.054904,1,1,520.032,19.296873,98.941,-13.409505,5.531684,19.361979,4.803964,3.431713,1.668837,30.35301,26.1,4.830729,5.404369,463.016693,40.498352,-4.526909,346.779,-0.742187,246,0.0105
10,12748,2024-12-02 18:33:53,3.514838,2.047808,1,1,520.013,15.996092,98.941,-12.710143,5.532407,19.361979,4.803964,3.431713,1.662326,30.35301,26.1,4.829282,5.403646,459.426086,40.498352,-4.526909,346.779,-1.425781,245,0.0105
10,12749,2024-12-02 18:33:53,3.500877,2.086485,1,1,520.005,13.164062,98.941,-13.56154,5.531684,19.361979,4.803964,3.431713,1.660156,30.35301,26.1,4.829282,5.404369,457.25415,40.498352,-4.509548,346.779,-2.519531,245,0.0105
10,12750,2024-12-02 18:33:54,3.510515,2.063296,1,1,520.002,13.007812,98.941,-13.439912,5.532407,19.361979,4.804688,3.431713,1.697049,30.35301,26.1,4.828559,5.404369,463.766846,40.498352,-4.505209,346.779,-1.074219,245,0.0105
10,12751,2024-12-02 18:33:54,3.508593,2.094746,1,1,520.0,13.046874,98.941,-13.470319,5.532407,19.35981,4.803964,3.431713,1.701389,30.35301,26.1,4.829282,5.404369,468.557404,40.498352,-4.487846,346.779,-1.132812,245,0.0105
10,12752,2024-12-02 18:33:55,3.499162,2.090678,1,1,520.0,12.539062,98.941,-13.166248,5.532407,19.361979,4.803964,3.431713,1.662326,30.35301,26.1,4.830729,5.403646,470.382111,40.398296,-4.487846,346.779,-0.898437,245,0.0105
10,12753,2024-12-02 18:33:55,3.493182,2.069912,1,1,519.999,12.949218,98.941,-12.892585,5.530961,19.361979,4.803964,3.431713,1.677517,30.35301,26.1,4.830729,5.404369,468.557404,40.398296,-4.505209,346.779,-2.382812,245,0.0105
10,12754,2024-12-02 18:33:56,3.496949,2.040589,1,1,519.999,13.222655,98.941,-13.713575,5.529514,19.361979,4.803964,3.431713,1.699219,30.35301,26.1,4.830006,5.404369,466.78476,40.398296,-4.483507,346.779,-2.285156,245,0.0105
10,12755,2024-12-02 18:33:56,3.49745,2.034395,1,1,519.999,13.398437,98.941,-13.896017,5.529514,19.361979,4.804688,3.431713,1.623264,30.35301,26.1,4.830006,5.404369,464.407318,40.298244,-4.483507,346.779,-0.78125,246,0.0105
10,12756,2024-12-02 18:33:57,3.493932,2.055034,1,1,519.999,13.554687,98.941,-13.652761,5.530961,19.35981,4.803964,3.431713,1.668837,30.35301,26.1,4.830729,5.404369,460.924438,40.298244,-4.418404,346.779,-1.40625,245,0.0105
10,12757,2024-12-02 18:33:57,3.492457,2.016978,1,1,519.999,13.730468,98.941,-13.044621,5.529514,19.35981,4.803964,3.431713,1.668837,30.35301,26.1,4.830006,5.403646,456.597046,40.298244,-4.422743,346.779,-2.519531,245,0.0105
10,12758,2024-12-02 18:33:58,3.494899,2.040377,1,1,519.999,13.945312,98.941,-13.531133,5.531684,19.361979,4.803964,3.431713,1.642795,30.35301,26.1,4.830006,5.404369,456.597046,40.398296,-4.422743,346.779,-1.074219,245,0.0105
10,12759,2024-12-02 18:33:59,3.504225,2.068906,1,1,520.0,13.281249,98.941,-13.804796,5.530961,19.361979,4.803964,3.431713,1.71875,30.35301,26.1,4.830006,5.404369,456.597046,40.398296,-4.461805,346.779,-2.539062,246,0.0105
10,12760,2024-12-02 18:33:59,3.509453,2.079085,1,1,520.0,14.062498,98.941,-12.588514,5.530961,19.361979,4.804688,3.431713,1.736111,30.367477,26.1,4.830006,5.404369,460.924438,40.398296,-4.418404,346.779,-0.820312,245,0.0105
10,12761,2024-12-02 18:34:00,3.509387,2.050605,1,1,520.0,13.906249,98.941,-12.770957,5.532407,19.361979,4.804688,3.431713,1.660156,30.367477,26.1,4.829282,5.403646,460.924438,40.298244,-4.444445,346.779,-1.640625,245,0.0105
10,12762,2024-12-02 18:34:00,3.49892,2.073248,1,1,520.0,13.945312,98.941,-13.409505,5.530961,19.361979,4.803964,3.431713,1.679688,30.367477,26.1,4.830729,5.404369,460.924438,40.298244,-4.435764,346.779,-2.65625,245,0.0105
10,12763,2024-12-02 18:34:01,3.499024,2.034684,1,1,520.0,13.886718,98.941,-13.379098,5.529514,19.35981,4.803964,3.431713,1.694878,30.367477,26.1,4.830006,5.404369,460.924438,40.298244,-4.422743,346.779,-1.5625,245,0.0105
10,12764,2024-12-02 18:34:01,3.501787,2.046834,1,1,520.0,14.121092,98.941,-13.683168,5.531684,19.35981,4.803964,3.431713,1.692708,30.367477,26.1,4.830006,5.404369,460.924438,40.298244,-4.422743,346.779,-1.152344,245,0.0105
10,12765,2024-12-02 18:34:02,3.489306,2.022515,1,1,520.0,13.92578,98.941,-13.135841,5.530237,19.35981,4.803964,3.431713,1.651476,30.367477,26.1,4.830729,5.404369,467.184021,40.298244,-4.431423,346.779,-0.996094,245,0.0105
10,12766,2024-12-02 18:34:02,3.482311,2.036459,1,1,520.0,13.964843,98.941,-13.348691,5.530237,19.361979,4.803964,3.431713,1.627604,30.367477,26.1,4.830729,5.404369,467.184021,40.298244,-4.401041,346.779,-1.210937,245,0.0105
10,12767,2024-12-02 18:34:03,3.478578,2.074735,1,1,520.0,13.945312,98.941,-13.622355,5.531684,19.35981,4.803964,3.431713,1.684028,30.367477,26.1,4.830006,5.404369,467.184021,40.198189,-4.414063,346.779,-1.289062,245,0.0105
10,12768,2024-12-02 18:34:03,3.471494,2.052232,1,1,520.0,13.906249,98.941,-13.591947,5.531684,19.375,4.803964,3.431713,1.679688,30.367477,26.1,4.829282,5.403646,467.184021,40.198189,-4.422743,346.779,-2.597656,245,0.0105
10,12769,2024-12-02 18:34:04,3.458237,2.035129,1,1,520.0,13.847655,98.941,-13.743982,5.531684,19.377171,4.803964,3.431713,1.640625,30.367477,26.1,4.828559,5.404369,454.175659,40.198189,-4.422743,346.779,-2.597656,245,0.0105
10,12770,2024-12-02 18:34:04,3.466835,2.033562,1,1,520.0,13.515624,98.941,-12.710143,5.531684,19.377171,4.803964,3.431713,1.681858,30.367477,26.1,4.829282,5.404369,454.175659,40.298244,-4.422743,346.779,-0.820312,245,0.0105
10,12771,2024-12-02 18:34:05,3.477783,2.030637,1,1,520.0,13.964843,98.941,-14.048053,5.531684,19.375,4.803964,3.431713,1.740451,30.367477,26.1,4.830729,5.404369,454.175659,40.298244,-4.418404,346.779,-1.875,245,0.0105
10,12772,2024-12-02 18:34:05,3.481078,2.052217,1,1,520.0,13.886718,98.941,-12.5277,5.530961,19.377171,4.803964,3.431713,1.740451,30.367477,26.1,4.829282,5.403646,454.175659,40.298244,-4.418404,346.779,-1.816406,245,0.0105
10,12773,2024-12-02 18:34:06,3.473557,2.039248,1,1,520.0,14.179686,98.941,-13.044621,5.531684,19.377171,4.803964,3.431713,1.631944,30.367477,26.1,4.830006,5.404369,475.66507,40.298244,-4.405382,346.779,-1.074219,245,0.0105
10,12774,2024-12-02 18:34:06,3.46867,2.014917,1,1,520.0,14.101561,98.941,-13.287877,5.530237,19.377171,4.803964,3.431713,1.631944,30.367477,26.1,4.831452,5.403646,475.66507,40.098137,-4.414063,346.779,-0.898437,245,0.0105
10,12775,2024-12-02 18:34:07,3.466669,2.013645,1,1,520.0,14.121092,98.941,-13.409505,5.531684,19.377171,4.803964,3.431713,1.644965,30.367477,26.1,4.830729,5.404369,475.66507,40.098137,-4.418404,346.779,-2.402344,245,0.0105
10,12776,2024-12-02 18:34:07,3.467542,2.017488,1,1,520.0,14.121092,98.941,-13.135841,5.530961,19.377171,4.803964,3.431713,1.644965,30.367477,26.1,4.830729,5.403646,478.88269,40.098137,-4.392361,346.779,-2.519531,245,0.0105
10,12777,2024-12-02 18:34:08,3.465689,1.993332,1,1,520.0,14.003904,98.941,-13.287877,5.530237,19.375,4.803964,3.431713,1.660156,30.367477,26.1,4.830006,5.404369,478.973785,39.998081,-4.388021,346.779,-1.679687,245,0.0105
10,12778,2024-12-02 18:34:08,3.460554,2.015755,1,1,520.0,13.730468,98.941,-12.588514,5.532407,19.377171,4.803964,3.43099,1.688368,30.367477,26.1,4.830006,5.403646,470.777924,39.898026,-4.405382,346.779,-0.742187,245,0.0105
10,12779,2024-12-02 18:34:09,3.452508,1.994009,1,1,520.0,14.003904,98.941,-12.710143,5.531684,19.375,4.803964,3.431713,1.642795,30.367477,26.1,4.831452,5.404369,463.931488,39.898026,-4.353298,346.779,-0.9375,246,0.0105
10,12780,2024-12-02 18:34:09,3.447741,2.002352,1,1,520.0,13.945312,98.941,-13.439912,5.530961,19.375,4.803964,3.431713,1.679688,30.367477,26.1,4.830006,5.403646,458.915283,39.998081,-4.357639,346.779,-2.558594,246,0.0105
10,12781,2024-12-02 18:34:10,3.445393,2.016105,1,1,520.0,13.906249,98.941,-13.014214,5.531684,19.377171,4.803964,3.431713,1.657986,30.367477,26.1,4.830729,5.404369,454.873108,39.998081,-4.370659,346.779,-1.289062,246,0.0105
10,12782,2024-12-02 18:34:10,3.443548,2.010001,1,1,520.0,13.632812,98.941,-12.770957,5.531684,19.375,4.803964,3.431713,1.684028,30.367477,26.1,4.830006,5.403646,456.617065,39.998081,-4.405382,346.779,-2.148437,246,0.0105
10,12783,2024-12-02 18:34:11,3.436815,2.013268,1,1,520.0,14.238279,98.941,-13.713575,5.530961,19.377171,4.803964,3.431713,1.671007,30.367477,26.1,4.830006,5.403646,456.617065,39.998081,-4.361979,346.779,-2.207031,245,0.0105
10,12784,2024-12-02 18:34:11,3.431011,2.006084,1,1,520.0,13.671874,98.941,-13.683168,5.530961,19.377171,4.803964,3.431713,1.673177,30.367477,26.1,4.830006,5.404369,456.617065,39.998081,-4.344618,346.779,-1.992187,246,0.0105
10,12785,2024-12-02 18:34:12,3.434803,2.006366,1,1,520.0,13.671874,98.941,-12.892585,5.531684,19.377171,4.803964,3.431713,1.827257,30.367477,26.1,4.830729,5.404369,458.08493,40.192307,-4.388021,346.779,-2.265625,246,0.0105
10,12786,2024-12-02 18:34:12,3.443909,2.02485,1,1,520.0,14.101561,98.941,-13.835203,5.531684,19.377171,4.803964,3.431713,1.779514,30.367477,26.1,4.830729,5.404369,458.472046,40.39241,-4.405382,346.779,-0.9375,246,0.0105
10,12787,2024-12-02 18:34:13,3.464618,2.053402,1,1,520.0,13.45703,98.941,-12.922992,5.529514,19.377171,4.803964,3.431713,1.707899,30.367477,26.1,4.829282,5.404369,458.472046,40.398296,-4.405382,346.779,-2.519531,245,0.0105
10,12788,2024-12-02 18:34:13,3.474406,2.056608,1,1,520.0,14.179686,98.941,-12.770957,5.531684,19.377171,4.803964,3.431713,1.744792,30.367477,26.1,4.829282,5.403646,456.307343,40.498352,-4.414063,346.779,-2.460937,245,0.0105
10,12789,2024-12-02 18:34:14,3.488253,2.088473,1,1,520.0,13.632812,98.941,-12.862178,5.530237,19.377171,4.803964,3.431713,1.803385,30.367477,26.1,4.830006,5.404369,450.02359,40.598408,-4.414063,346.779,-1.660156,245,0.0105
10,12790,2024-12-02 18:34:14,3.50358,2.11948,1,1,520.0,14.062498,98.941,-12.74055,5.531684,19.377171,4.803964,3.431713,1.844618,30.367477,26.1,4.831452,5.404369,451.726563,40.892681,-4.470486,346.779,-2.421875,245,0.0107
10,12791,2024-12-02 18:34:15,3.51625,2.080945,1,1,520.0,14.062498,98.941,-13.774389,5.530961,19.377171,4.803964,3.431713,1.790365,30.367477,26.1,4.829282,5.404369,460.028809,40.798515,-4.418404,346.779,-1.347656,245,0.0107
10,12792,2024-12-02 18:34:15,3.510274,2.063706,1,1,520.0,13.964843,98.941,-13.896017,5.530961,19.377171,4.803964,3.431713,1.751302,30.367477,26.1,4.830006,5.404369,474.12323,40.498352,-4.418404,346.779,-0.859375,245,0.0107
10,12793,2024-12-02 18:34:16,3.494049,2.014594,1,1,520.0,13.789062,98.941,-13.287877,5.530961,19.377171,4.803964,3.431713,1.627604,30.367477,26.1,4.830006,5.404369,474.12323,40.003967,-4.36632,346.779,-2.539062,245,0.0107
10,12794,2024-12-02 18:34:17,3.488957,2.062729,1,1,520.0,13.61328,98.941,-13.774389,5.531684,19.377171,4.803964,3.431713,1.705729,30.367477,26.1,4.830729,5.404369,466.045197,40.192307,-4.431423,346.779,-2.519531,245,0.0107
10,12795,2024-12-02 18:34:17,3.502466,2.055996,1,1,520.0,13.867187,98.941,-13.56154,5.531684,19.377171,4.803964,3.431713,1.812066,30.367477,26.1,4.829282,5.404369,456.307343,40.992737,-4.492188,346.779,-2.597656,245,0.0107
235,33614,2024-12-02 21:31:39,3.345771,2.258782,1,1,520.003,16.523436,107.881,-7.966645,5.534577,19.299046,4.804688,3.428096,1.846788,31.032986,30.4,4.830006,5.397135,484.545227,41.598946,-4.583334,94.618,-2.285156,213,0.0111
235,33615,2024-12-02 21:31:39,3.345771,2.258782,1,1,520.003,16.523436,107.881,-7.966645,5.534577,19.299046,4.804688,3.428096,1.846788,31.032986,30.4,4.830006,5.397135,484.545227,41.598946,-4.583334,94.618,-2.285156,213,0.0111
235,33616,2024-12-02 21:31:40,3.346618,2.252836,1,1,520.003,16.367186,107.881,-7.90583,5.533854,19.299046,4.804688,3.428096,1.757813,31.032986,30.4,4.829282,5.397135,483.968292,41.598946,-4.635416,94.618,-1.738281,213,0.0113
235,33617,2024-12-02 21:31:40,3.341943,2.252869,1,1,430.564,-37.382809,108.381,-9.24374,5.533854,19.329428,4.804688,3.428096,1.822917,31.032986,30.4,4.829282,5.397135,483.860718,41.49889,-4.631077,94.618,-1.757812,213,0.0113
235,33618,2024-12-02 21:31:41,3.343407,2.250538,1,1,390.504,-38.398434,108.381,-13.956832,5.535301,19.329428,4.804688,3.428096,1.707899,31.032986,30.4,4.828559,5.397135,482.114868,41.49889,-4.631077,94.622,-2.792969,212,0.0113
235,33619,2024-12-02 21:31:41,3.343407,2.250538,1,1,390.504,-38.398434,108.381,-13.956832,5.535301,19.329428,4.804688,3.428096,1.707899,31.032986,30.4,4.828559,5.397135,482.114868,41.49889,-4.631077,94.622,-2.792969,212,0.0113
235,33620,2024-12-02 21:31:42,3.341165,2.243258,1,1,353.732,-34.785152,108.381,-14.625787,5.534577,19.361979,4.804688,3.428096,1.710069,31.032986,30.4,4.830006,5.396412,480.574829,41.49889,-4.587673,94.622,-1.621094,212,0.0113
235,33621,2024-12-02 21:31:42,3.336432,2.232509,1,1,298.111,-31.62109,108.381,-13.075027,5.533854,19.375,4.804688,3.428096,1.703559,31.032986,30.4,4.829282,5.396412,478.037048,41.398842,-4.605034,94.618,-1.347656,212,0.0113
235,33622,2024-12-02 21:31:43,3.330385,2.222359,1,1,185.744,-34.218746,108.381,-12.5277,5.533131,19.35981,4.804688,3.428096,1.662326,31.032986,30.4,4.829282,5.396412,477.036682,41.398842,-4.635416,94.618,-1.308594,212,0.0113
