层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),卸灰蝶阀状态(),预涂料蝶阀状态(),过滤器安全门锁(),过滤器氧含量(%),压缩空气压力(Bar),环境氧含量(%),气体实时流量(m3/h),风机转速(%),成形室氧含量监控用氧传感器(%),成形室氧含量偏差(%),基材加热监控用PT100(℃),基材加热PT100偏差(℃),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),过滤器气源压力(Bar),反吹气包压力(Bar),气动蝶阀压力(Bar),净气室压力(mBar)
2221,328787,2025-06-02 16:57:25,4.639757,46.744793,56.099998,4.824942,21.544151,8.481239,1,1,545.006,16.054686,187.45,-16.480616,1,0,1,0.003324,4.146412,30,626.205627,83.695473,0.001356,0,55.799999,0.299999,108.004,-8.046874,220,0.003324,4.863281,2.217159,4.189815,-25.989584
2221,328788,2025-06-02 16:57:26,4.409722,46.744793,56.099998,4.824942,21.57864,8.33094,1,1,545.005,16.640623,187.45,-16.328581,1,0,1,0.003324,4.146412,30,653.603516,83.695473,0.001356,0,55.799999,0.299999,108.004,-7.949218,220,0.003324,4.862558,2.216435,4.190538,-25.94618
2221,328789,2025-06-02 16:57:26,4.409722,46.744793,56.099998,4.824942,21.570965,8.455832,1,1,545.005,16.640623,187.45,-16.63265,1,0,1,0.003324,4.146412,30,659.496277,83.695473,0.001356,0,55.799999,0.299999,108.004,-7.98828,220,0.003324,4.864005,2.215712,4.189815,-25.94618
2221,328790,2025-06-02 16:57:27,4.570313,46.744793,56.099998,4.824942,21.542221,8.590466,1,1,545.006,17.050779,187.45,-16.784687,1,0,1,0.003324,4.146412,30,644.907776,83.695473,0.001356,0,55.799999,0.299999,108.004,-7.83203,220,0.003324,4.863281,2.215712,4.189815,-25.924479
2221,328791,2025-06-02 16:57:27,4.720052,46.759258,56.099998,4.824942,21.518221,8.477615,1,1,545.006,16.464842,187.45,-16.693464,1,0,1,0.003323,4.146412,30,630.453674,83.7966,0.001356,0,55.799999,0.299999,108.004,-8.261718,220,0.003323,4.862558,2.216435,4.190538,-26.067709
2221,328792,2025-06-02 16:57:28,4.450955,46.759258,56.099998,4.824942,21.515497,8.41001,1,1,545.006,16.230467,187.45,-15.93329,1,0,1,0.003324,4.146412,30,636.862976,83.7966,0.001356,0,55.799999,0.299999,108.004,-8.027343,220,0.003324,4.863281,2.216435,4.189815,-26.050346
2221,328793,2025-06-02 16:57:28,4.563802,46.759258,56.099998,4.824942,21.541285,8.591089,1,1,545.005,15.957029,187.45,-15.750847,1,0,1,0.003324,4.146412,30,643.647705,83.7966,0.001356,0,55.799999,0.299999,108.004,-7.98828,220,0.003324,4.863281,2.216435,4.189815,-26.132813
2221,328794,2025-06-02 16:57:29,4.798177,46.759258,56.099998,4.824942,21.572712,8.53583,1,1,545.005,16.406248,187.45,-15.872475,1,0,1,0.003324,4.146412,30,653.619629,83.7966,0.001357,0,55.799999,0.299999,108.004,-7.968749,220,0.003324,4.863281,2.217159,4.188368,-25.989584
2221,328795,2025-06-02 16:57:29,4.468316,46.759258,56.099998,4.824942,21.561871,8.642263,1,1,545.005,16.874998,187.45,-16.024509,1,0,1,0.003324,4.146412,30,672.656677,83.897728,0.001357,0,55.799999,0.299999,108.004,-8.14453,220,0.003324,4.864005,2.217159,4.189091,-26.059029
2221,328796,2025-06-02 16:57:30,4.620226,46.759258,56.099998,4.824942,21.561674,8.680551,1,1,545.006,16.796873,187.45,-16.75428,1,0,1,0.003323,4.146412,30,676.183716,83.897728,0.001357,0,55.799999,0.299999,108.004,-7.910155,220,0.003323,4.864005,2.216435,4.189091,-26.132813
2221,328797,2025-06-02 16:57:30,4.713542,46.759258,56.099998,4.824942,21.591871,8.578408,1,1,545.006,16.113279,187.45,-16.298174,1,0,1,0.003323,4.146412,30,632.715881,83.897728,0.001354,0,55.799999,0.299999,108.004,-8.085937,220,0.003323,4.863281,2.216435,4.190538,-26.059029
2221,328798,2025-06-02 16:57:31,4.38151,46.773727,56.099998,4.824942,21.603174,8.654277,1,1,545.006,16.093748,187.45,-16.176546,1,0,1,0.003324,4.146412,30,634.564087,83.897728,0.001326,0,55.799999,0.299999,108.004,-8.085937,220,0.003324,4.863281,2.216435,4.190538,-26.089409
2221,328799,2025-06-02 16:57:31,4.665799,46.773727,56.099998,4.824942,21.633556,8.540948,1,1,545.005,16.621092,187.45,-16.328581,1,0,1,0.003323,4.146412,30,647.234436,83.897728,0.001326,0,55.799999,0.299999,108.004,-8.046874,220,0.003323,4.862558,2.217159,4.189091,-26.176216
2221,328800,2025-06-02 16:57:32,4.36632,46.773727,56.099998,4.824942,21.632929,8.503222,1,1,545.005,16.562498,187.45,-15.994103,1,0,1,0.003323,4.146412,30,646.17511,83.897728,0.001326,0,55.799999,0.299999,108.004,-7.929687,220,0.003323,4.863281,2.217159,4.189815,-26.137154
2221,328801,2025-06-02 16:57:32,4.720052,46.773727,56.099998,4.824942,21.608435,8.525235,1,1,545.006,17.011717,187.45,-15.477183,1,0,1,0.003323,4.146412,30,653.051086,83.897728,0.001326,0,55.799999,0.299999,108.004,-7.792968,220,0.003323,4.863281,2.217159,4.188368,-26.163195
2221,328802,2025-06-02 16:57:33,4.483507,46.773727,56.099998,4.824942,21.598207,8.616728,1,1,545.006,16.640623,187.45,-15.842068,1,0,1,0.003323,4.146412,30,632.720642,83.992897,0.001302,0,55.799999,0.299999,108.004,-8.085937,220,0.003323,4.863281,2.216435,4.189091,-26.072048
2221,328803,2025-06-02 16:57:33,4.483507,46.773727,56.099998,4.824942,21.597862,8.569556,1,1,545.006,16.484373,187.45,-15.93329,1,0,1,0.003323,4.146412,30,640.697815,83.998856,0.001301,0,55.799999,0.299999,108.004,-8.027343,220,0.003323,4.862558,2.217159,4.190538,-26.176216
2221,328804,2025-06-02 16:57:34,4.136285,46.788193,56.099998,4.824942,21.613705,8.609288,1,1,545.005,16.093748,187.45,-16.23736,1,0,1,0.003323,4.146412,30,628.747131,83.998856,0.001301,0,55.799999,0.299999,108.004,-7.98828,220,0.003323,4.862558,2.216435,4.189091,-26.223959
2221,328805,2025-06-02 16:57:34,4.136285,46.788193,56.099998,4.824942,21.616425,8.603165,1,1,545.005,16.562498,187.45,-16.23736,1,0,1,0.003323,4.146412,30,644.858215,83.998856,0.001301,0,55.799999,0.299999,108.004,-8.046874,220,0.003323,4.864005,2.217159,4.189091,-26.180555
2221,328806,2025-06-02 16:57:35,4.353299,46.788193,56.099998,4.824942,21.639786,8.498843,1,1,545.005,16.855467,187.45,-15.902883,1,0,1,0.003324,4.146412,30,653.752991,84.094032,0.001301,0,55.799999,0.299999,108.004,-7.968749,220,0.003324,4.862558,2.215712,4.189815,-26.271702
2221,328807,2025-06-02 16:57:35,4.314236,46.788193,56.099998,4.824942,21.676702,8.579151,1,1,545.006,16.914061,187.45,-16.298174,1,0,1,0.003323,4.146412,30,637.950745,84.099976,0.001301,0,55.799999,0.299999,108.004,-7.890624,220,0.003323,4.862558,2.216435,4.188368,-26.141493
2221,328808,2025-06-02 16:57:36,4.587674,46.788193,56.099998,4.824942,21.683643,8.635983,1,1,545.006,16.464842,187.45,-16.024509,1,0,1,0.003323,4.146412,30,627.540466,84.099976,0.001301,0,55.799999,0.299999,108.004,-7.929687,220,0.003323,4.862558,2.215712,4.189091,-26.141493
2221,328809,2025-06-02 16:57:36,4.487847,46.788193,56.099998,4.824942,21.670837,8.620298,1,1,545.006,16.308592,187.45,-15.659626,1,0,1,0.003262,4.146412,30,643.566406,84.099976,0.001301,0,55.799999,0.299999,108.004,-8.046874,220,0.003262,4.863281,2.214988,4.189815,-26.189236
2221,328810,2025-06-02 16:57:37,4.492188,46.802662,56.099998,4.824942,21.673454,8.689472,1,1,545.005,16.562498,187.45,-15.50759,1,0,1,0.003263,4.146412,30,648.384338,84.099976,0.001301,0,55.799999,0.299999,108.004,-7.929687,220,0.003263,4.862558,2.216435,4.190538,-26.189236
2221,328811,2025-06-02 16:57:37,4.420573,46.802662,56.099998,4.824942,21.670355,8.629349,1,1,545.005,16.640623,187.45,-15.963696,1,0,1,0.003263,4.146412,30,657.213745,84.195152,0.001301,0,55.799999,0.299999,108.004,-7.792968,220,0.003263,4.860388,2.216435,4.190538,-26.25
2221,328812,2025-06-02 16:57:38,4.420573,46.802662,56.099998,4.824942,21.699213,8.739552,1,1,545.005,16.816404,187.45,-15.750847,1,0,1,0.003262,4.146412,30,667.182251,84.195152,0.001301,0,55.799999,0.299999,108.004,-8.027343,220,0.003262,4.859664,2.216435,4.189815,-26.289063
