层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),CPU占用率(%),内存占用率(%),硬盘剩余容量(%),网络占用率(%),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),卸灰蝶阀状态(),过滤器安全门锁(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%)
409,59619,2024-06-13 08:50:23,24.500868,38.961227,43.700001,4.11386,,,,,2.863904,7.465817,1.0,1.0,1.0,1.0,545.0,13.183593,69.291,-6.355072,4.628906,20.245226,4.126157,2.657697,4.561632,416.882202,48.897007,19.283855,212.483,-2.96875,136.0,0.0014
409,59620,2024-06-13 08:50:24,24.578993,38.961227,43.700001,4.113137,,,,,2.868856,7.460194,1.0,1.0,1.0,1.0,545.0,13.105468,69.291,-6.385478,4.628183,20.247396,4.126157,2.657697,4.561632,414.361084,48.897007,19.318577,212.483,-3.632812,135.0,0.0014
409,59621,2024-06-13 08:50:24,24.635416,38.961227,43.700001,4.11386,,,,,2.851078,7.493896,1.0,1.0,1.0,1.0,545.0,12.949218,69.291,-6.415885,4.628906,20.249565,4.126157,2.657697,4.561632,419.718719,48.997063,19.34462,212.483,-4.277343,135.0,0.0014
409,59622,2024-06-13 08:50:25,24.691841,38.961227,43.700001,4.113137,,,,,2.853835,7.48144,1.0,1.0,1.0,1.0,545.0,12.949218,69.291,-6.081408,4.628906,20.247396,4.126157,2.656973,4.561632,421.651703,48.997063,19.396702,212.483,-3.339844,135.0,0.0014
409,59623,2024-06-13 08:50:26,24.709202,38.961227,43.700001,4.11386,,,,,2.851705,7.472602,1.0,1.0,1.0,1.0,545.0,12.968749,69.291,-6.26385,4.628906,20.249565,4.126157,2.657697,4.561632,422.278107,48.897007,19.435764,212.483,-3.671875,134.0,0.0014
409,59624,2024-06-13 08:50:27,24.780815,38.961227,43.700001,4.11386,,,,,2.857436,7.471622,1.0,1.0,1.0,1.0,545.0,13.085937,69.291,-6.233443,4.628906,20.249565,4.126157,2.657697,4.561632,420.907928,48.897007,19.440105,212.483,-4.277343,134.0,0.0013
409,59625,2024-06-13 08:50:28,24.796007,38.975693,43.700001,4.114583,,,,,2.865637,7.493266,1.0,1.0,1.0,1.0,545.0,13.14453,69.291,-7.115247,4.62963,20.247396,4.126157,2.657697,4.561632,419.07547,48.997063,19.492188,212.483,-4.21875,134.0,0.0013
409,59626,2024-06-13 08:50:28,24.819878,38.975693,43.700001,4.114583,,,,,2.866872,7.48568,1.0,1.0,1.0,1.0,545.0,12.871093,69.291,-6.689549,4.62963,20.247396,4.126157,2.657697,4.561632,419.07547,48.997063,19.526909,212.483,-4.375,134.0,0.0013
409,59627,2024-06-13 08:50:29,24.882813,38.975693,43.700001,4.11386,,,,,2.86394,7.507255,1.0,1.0,1.0,1.0,545.0,13.066405,69.291,-6.537514,4.62963,20.251736,4.126157,2.657697,4.561632,420.926941,48.997063,19.509548,212.483,-3.789062,135.0,0.0013
409,59628,2024-06-13 08:50:29,24.908854,38.975693,43.700001,4.11386,,,,,2.867556,7.519248,1.0,1.0,1.0,1.0,545.0,13.007812,69.291,-6.4767,4.628906,20.245226,4.126157,2.657697,4.561632,423.050018,48.997063,19.526909,212.483,-4.316406,134.0,0.0013
409,59629,2024-06-13 08:50:30,24.865452,38.975693,43.700001,4.11386,,,,,2.865793,7.532585,1.0,1.0,1.0,1.0,545.0,12.929687,69.291,-6.841584,4.628906,20.247396,4.126157,2.657697,4.561632,423.050018,48.997063,19.565971,212.483,-3.808593,134.0,0.0013
409,59630,2024-06-13 08:50:30,24.911024,38.975693,43.700001,4.113137,,,,,2.879199,7.590588,1.0,1.0,1.0,1.0,545.0,12.949218,69.291,-6.719956,4.628183,20.249565,4.126157,2.657697,4.561632,419.571533,48.997063,19.587673,212.483,-4.257812,135.0,0.0013
