层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),CPU占用率(%),内存占用率(%),硬盘剩余容量(%),网络占用率(%),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),卸灰蝶阀状态(),过滤器安全门锁(),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),基材加热监控用PT100(℃),基材加热PT100偏差(℃),预涂料钝化压力(Bar),喷水压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),过滤器氧含量(%),灰桶料位(%),预涂料剩余重量(g),预涂料蝶阀状态()
398,181635,2025-05-17 23:25:35,2.408854,43.229168,63.400002,5.154803,,,,,4.302889,1.705635,1.0,1.0,196.136,34.824215,57.977,-6.4767,1.0,1.0,4.68967,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,483.67392,44.394573,-4.6875,204.016,-23.886717,197.0,0.001,0.001,0.0,0.0,1.0
398,181636,2025-05-17 23:25:36,2.389323,43.214699,63.400002,5.15408,,,,,4.300276,1.694811,1.0,1.0,244.841,39.414059,57.977,-5.777338,1.0,1.0,4.68967,20.924479,5.250289,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,484.30127,44.394573,-4.670139,204.012,-23.124998,197.0,0.001,0.001,0.0,0.0,1.0
398,181637,2025-05-17 23:25:36,2.415365,43.214699,63.400002,5.154803,,,,,4.300059,1.677137,1.0,1.0,274.856,41.093746,57.977,-6.051001,1.0,1.0,4.690393,20.924479,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,484.30127,44.394573,-4.691841,204.008,-22.597654,198.0,0.001,0.001,0.0,0.0,1.0
398,181638,2025-05-17 23:25:37,2.384983,43.214699,63.400002,5.15408,,,,,4.30059,1.687364,1.0,1.0,310.855,40.878902,57.977,-6.78077,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,484.881744,44.394573,-4.683159,204.008,-22.285154,198.0,0.001,0.001,0.0,0.0,1.0
398,181639,2025-05-17 23:25:37,2.35026,43.214699,63.400002,5.152633,,,,,4.29739,1.700054,1.0,1.0,357.636,38.33984,57.977,-6.567921,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,484.249939,44.300404,-4.670139,204.004,-22.187498,198.0,0.001,0.001,0.0,0.0,1.0
398,181640,2025-05-17 23:25:38,2.35026,43.20023,63.400002,5.152633,,,,,4.294681,1.698772,1.0,1.0,374.203,41.855465,57.977,-6.719956,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,483.66684,44.294518,-4.665798,204.004,-22.304686,198.0,0.001,0.001,0.0,0.0,1.0
398,181641,2025-05-17 23:25:39,2.358941,43.20023,63.400002,5.153357,,,,,4.293275,1.704926,1.0,1.0,407.338,39.687496,57.977,-6.4767,1.0,1.0,4.688947,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,482.951904,44.294518,-4.665798,204.004,-21.855467,197.0,0.001,0.001,0.0,0.0,1.0
398,181642,2025-05-17 23:25:39,2.33724,43.20023,63.400002,5.153357,,,,,4.288671,1.665261,1.0,1.0,441.88,45.019527,57.977,-6.111815,1.0,1.0,4.68967,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,481.285736,44.294518,-4.67882,204.004,-22.285154,197.0,0.001,0.001,0.0,0.0,1.0
398,181643,2025-05-17 23:25:40,2.380642,43.20023,63.400002,5.152633,,,,,4.283187,1.719302,1.0,1.0,496.377,41.035152,57.977,-6.142222,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,479.488678,44.294518,-4.661459,204.004,-22.207029,198.0,0.001,0.001,0.0,0.0,1.0
398,181644,2025-05-17 23:25:40,2.380642,43.20023,63.400002,5.152633,,,,,4.285675,1.728814,1.0,1.0,505.504,41.874996,57.977,-6.203036,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,479.488678,44.294518,-4.635416,204.004,-22.167967,197.0,0.001,0.001,0.0,0.0,1.0
398,181645,2025-05-17 23:25:41,2.380642,43.185764,63.400002,5.15408,,,,,4.288669,1.738426,1.0,1.0,524.708,33.554684,57.977,-5.777338,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,479.488678,44.294518,-4.652779,204.004,-22.187498,197.0,0.001,0.001,0.0,0.0,1.0
398,181646,2025-05-17 23:25:41,2.439236,43.185764,63.400002,5.153357,,,,,4.289314,1.727037,1.0,1.0,530.006,34.707027,58.475,5.230011,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,479.488678,44.294518,-4.644096,204.004,-21.777342,197.0,0.001,0.001,0.0,0.0,1.0
398,181647,2025-05-17 23:25:42,2.450087,43.185764,63.400002,5.152633,,,,,4.285877,1.709075,1.0,1.0,518.377,-52.55859,58.477,-4.439428,1.0,1.0,4.691117,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,478.577301,44.294518,-4.605034,204.004,-21.894529,197.0,0.001,0.001,0.0,0.0,1.0
398,181648,2025-05-17 23:25:43,2.450087,43.185764,63.400002,5.152633,,,,,4.284846,1.705934,1.0,1.0,471.754,-41.15234,58.477,-3.588031,1.0,1.0,4.691117,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,478.577301,44.294518,-4.605034,204.004,-22.246092,197.0,0.001,0.001,0.0,0.0,1.0
398,181649,2025-05-17 23:25:43,2.458767,43.171295,63.400002,5.153357,,,,,4.29538,1.694295,1.0,1.0,266.869,-41.132809,58.477,-8.088273,1.0,1.0,4.691117,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,472.422729,44.394573,-4.635416,204.004,-21.874998,197.0,0.001,0.001,0.0,0.0,1.0
398,181650,2025-05-17 23:25:44,2.387153,43.171295,63.400002,5.153357,,,,,4.296549,1.694947,1.0,1.0,219.656,-38.105465,58.477,-7.997052,1.0,1.0,4.691117,20.926649,5.250289,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,472.422729,44.394573,-4.626736,204.004,-22.128904,197.0,0.001,0.001,0.0,0.0,1.0
398,181651,2025-05-17 23:25:44,2.413194,43.171295,63.400002,5.153357,,,,,4.297899,1.725501,1.0,1.0,70.923,-46.15234,58.477,-8.635599,1.0,1.0,4.68967,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,472.422729,44.394573,-4.661459,204.004,-22.207029,198.0,0.001,0.001,0.0,0.0,1.0
398,181652,2025-05-17 23:25:45,2.417535,43.171295,63.400002,5.153357,,,,,4.298477,1.730931,1.0,1.0,-10.052,-28.281246,57.977,-22.318768,1.0,1.0,4.690393,20.924479,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,474.699738,44.394573,-4.661459,204.004,-21.972654,197.0,0.001,0.001,0.0,0.0,1.0
398,181653,2025-05-17 23:25:45,2.450087,43.171295,63.400002,5.152633,,,,,4.302643,1.740061,1.0,1.0,-10.048,-19.746092,57.977,-15.537997,1.0,1.0,4.691117,20.924479,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,474.699738,44.394573,-4.631077,204.004,-21.933592,197.0,0.001,0.001,0.0,0.0,1.0
398,181654,2025-05-17 23:25:46,2.49349,43.171295,63.400002,5.153357,,,,,4.30738,1.71929,1.0,1.0,-10.015,-14.023436,57.977,-7.054433,1.0,1.0,4.69184,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,478.163483,44.494629,-4.648438,209.837,-46.914059,197.0,0.001,0.001,0.0,0.0,1.0
398,181655,2025-05-17 23:25:47,2.473958,43.15683,63.400002,5.153357,,,,,4.311354,1.703168,1.0,1.0,-10.004,-13.261718,57.977,-6.415885,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,481.485107,44.494629,-4.631077,289.11,-22.636717,198.0,0.001,0.001,0.0,0.0,1.0
398,181656,2025-05-17 23:25:47,2.430556,43.15683,63.400002,5.153357,,,,,4.310572,1.702188,1.0,1.0,-10.004,-13.359374,57.977,-6.355072,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,481.485107,44.400459,-4.605034,289.106,-19.179686,197.0,0.001,0.001,0.0,0.0,1.0
398,181657,2025-05-17 23:25:48,2.437066,43.15683,63.400002,5.153357,,,,,4.311768,1.704087,1.0,1.0,42.766,39.101559,57.977,-5.534081,1.0,1.0,4.690393,20.924479,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,480.80365,44.394573,-4.618055,289.049,-7.871093,197.0,0.001,0.001,0.0,0.0,1.0
398,181658,2025-05-17 23:25:48,2.363281,43.15683,63.400002,5.153357,,,,,4.311803,1.697506,1.0,1.0,68.221,33.80859,57.977,-5.594895,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,480.80365,44.394573,-4.635416,289.022,-5.742187,198.0,0.001,0.001,0.0,0.0,1.0
398,181659,2025-05-17 23:25:49,2.369792,43.142361,63.400002,5.15408,,,,,4.298285,1.693548,1.0,1.0,120.286,36.074215,57.977,-6.172629,1.0,1.0,4.691117,20.924479,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,482.291901,44.394573,-4.644096,289.003,-4.941406,197.0,0.001,0.001,0.0,0.0,1.0
398,181660,2025-05-17 23:25:50,2.369792,43.142361,63.400002,5.153357,,,,,4.301173,1.693155,1.0,1.0,144.288,35.68359,57.977,-5.321232,1.0,1.0,4.691117,20.924479,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,483.967987,44.394573,-4.644096,288.999,-5.390625,198.0,0.001,0.001,0.0,0.0,1.0
398,181661,2025-05-17 23:25:50,2.426215,43.142361,63.400002,5.153357,,,,,4.298093,1.70524,1.0,1.0,173.252,46.62109,57.978,-8.057866,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,484.09613,44.394573,-4.674479,288.999,-5.507812,198.0,0.001,0.001,0.0,0.0,1.0
398,181662,2025-05-17 23:25:51,2.426215,43.142361,63.400002,5.153357,,,,,4.297922,1.692589,1.0,1.0,198.332,37.87109,57.977,-17.818525,1.0,1.0,4.691117,20.924479,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,484.09613,44.394573,-4.674479,288.995,-4.882812,198.0,0.001,0.001,0.0,0.0,1.0
398,181663,2025-05-17 23:25:51,2.393663,43.142361,63.400002,5.152633,,,,,4.291214,1.695314,1.0,1.0,239.85,45.449215,57.977,-16.75428,1.0,1.0,4.690393,20.924479,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,484.09613,44.394573,-4.648438,288.995,-5.46875,197.0,0.001,0.001,0.0,0.0,1.0
398,181664,2025-05-17 23:25:52,2.441406,43.127895,63.400002,5.15191,,,,,4.287644,1.688907,1.0,1.0,275.832,43.124996,57.977,-5.017162,1.0,1.0,4.691117,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,484.053955,44.394573,-4.67882,288.995,-5.976562,198.0,0.001,0.001,0.0,0.0,1.0
398,181665,2025-05-17 23:25:52,2.378472,43.127895,63.400002,5.153357,,,,,4.290203,1.677681,1.0,1.0,298.868,36.796871,57.977,-4.439428,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,483.03894,44.394573,-4.644096,288.995,-5.839843,197.0,0.001,0.001,0.0,0.0,1.0
398,181666,2025-05-17 23:25:53,2.391493,43.127895,63.400002,5.153357,,,,,4.29714,1.710847,1.0,1.0,355.958,38.96484,57.977,-6.507107,1.0,1.0,4.691117,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,480.824066,44.394573,-4.670139,288.991,-5.9375,197.0,0.001,0.001,0.0,0.0,1.0
398,181667,2025-05-17 23:25:53,2.417535,43.127895,63.400002,5.15408,,,,,4.299471,1.702642,1.0,1.0,394.618,40.898434,57.977,-4.439428,1.0,1.0,4.69184,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,480.547333,44.394573,-4.661459,288.991,-6.796875,198.0,0.001,0.001,0.0,0.0,1.0
398,181668,2025-05-17 23:25:54,2.402344,43.113426,63.400002,5.15408,,,,,4.299877,1.704594,1.0,1.0,408.536,38.281246,57.977,-5.108383,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,479.623505,44.394573,-4.674479,288.991,-6.191406,197.0,0.001,0.001,0.0,0.0,1.0
398,181669,2025-05-17 23:25:54,2.387153,43.113426,63.400002,5.154803,,,,,4.298983,1.709714,1.0,1.0,438.025,47.226559,57.977,-4.773905,1.0,1.0,4.691117,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,480.470917,44.394573,-4.631077,288.991,-6.621093,197.0,0.001,0.001,0.0,0.0,1.0
398,181670,2025-05-17 23:25:55,2.441406,43.113426,63.400002,5.15408,,,,,4.29923,1.704616,1.0,1.0,466.617,43.066402,57.977,-4.469835,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,481.611694,44.394573,-4.648438,288.991,-7.011718,198.0,0.001,0.001,0.0,0.0,1.0
398,181671,2025-05-17 23:25:56,2.408854,43.113426,63.400002,5.154803,,,,,4.299451,1.720225,1.0,1.0,529.767,33.02734,57.977,-4.469835,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,482.118591,44.294518,-4.661459,288.995,-7.753905,198.0,0.001,0.001,0.0,0.0,1.0
398,181672,2025-05-17 23:25:56,2.445746,43.113426,63.400002,5.15408,,,,,4.301129,1.70906,1.0,1.0,530.003,35.292965,58.429,-5.594895,1.0,1.0,4.688947,20.926649,5.249566,5.114294,61.5,1.900002,4.697628,0.045573,4.697628,482.064728,44.294518,-4.665798,288.995,-7.460937,197.0,0.001,0.001,0.0,0.0,1.0
398,181673,2025-05-17 23:25:57,2.419705,43.098957,63.400002,5.15408,,,,,4.302692,1.707601,1.0,1.0,530.004,34.941402,58.477,3.588031,1.0,1.0,4.688947,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,481.233978,44.294518,-4.618055,288.995,-7.499999,197.0,0.001,0.001,0.0,0.0,1.0
398,181674,2025-05-17 23:25:57,2.463108,43.098957,63.400002,5.15408,,,,,4.303692,1.705854,1.0,1.0,483.026,-42.421871,58.477,-3.983322,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,480.06308,44.294518,-4.605034,288.995,-7.578124,198.0,0.001,0.001,0.0,0.0,1.0
398,181675,2025-05-17 23:25:58,2.454427,43.098957,63.400002,5.15408,,,,,4.292632,1.69681,1.0,1.0,346.861,-40.097652,58.477,-8.909263,1.0,1.0,4.688947,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,478.978271,44.294518,-4.587673,288.995,-7.578124,197.0,0.001,0.001,0.0,0.0,1.0
398,181676,2025-05-17 23:25:59,2.441406,43.098957,63.400002,5.154803,,,,,4.288747,1.685544,1.0,1.0,196.484,-38.476559,58.477,-7.936237,1.0,1.0,4.688947,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,480.773956,44.294518,-4.592014,288.995,-7.539062,197.0,0.001,0.001,0.0,0.0,1.0
398,181677,2025-05-17 23:25:59,2.387153,43.084492,63.400002,5.15408,,,,,4.281678,1.68383,1.0,1.0,100.502,-40.136715,58.477,-8.027458,1.0,1.0,4.68967,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,482.275055,44.294518,-4.609375,288.995,-7.382812,198.0,0.001,0.001,0.0,0.0,1.0
398,181678,2025-05-17 23:26:00,2.387153,43.084492,63.400002,5.15408,,,,,4.280938,1.684275,1.0,1.0,47.678,-44.707027,58.477,-7.90583,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,482.275055,44.294518,-4.609375,288.995,-7.421874,197.0,0.001,0.001,0.0,0.0,1.0
398,181679,2025-05-17 23:26:00,2.489149,43.084492,63.400002,5.15408,,,,,4.282546,1.687558,1.0,1.0,-10.051,-21.113279,57.977,-21.284927,1.0,1.0,4.688947,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,483.361267,44.294518,-4.592014,288.995,-7.441405,197.0,0.001,0.001,0.0,0.0,1.0
398,181680,2025-05-17 23:26:01,2.441406,43.084492,63.400002,5.153357,,,,,4.286331,1.696193,1.0,1.0,-10.019,-14.570311,57.977,-13.166248,1.0,1.0,4.690393,20.926649,5.249566,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,483.361267,44.294518,-4.561632,289.03,-23.222654,198.0,0.001,0.001,0.0,0.0,1.0
398,181681,2025-05-17 23:26:02,2.443576,43.070023,63.400002,5.153357,,,,,4.286339,1.668705,1.0,1.0,-10.004,-13.437499,57.977,-7.29769,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,482.015411,44.294518,-4.592014,14.308,-13.92578,198.0,0.001,0.001,0.0,0.0,1.0
398,181682,2025-05-17 23:26:03,2.413194,43.070023,63.400002,5.15408,,,,,4.289702,1.694552,1.0,1.0,-10.003,-13.652343,57.977,-7.571353,1.0,1.0,4.68967,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,479.905548,44.294518,-4.609375,14.055,-1.035156,198.0,0.001,0.001,0.0,0.0,1.0
398,181683,2025-05-17 23:26:03,2.380642,43.070023,63.400002,5.153357,,,,,4.290263,1.702162,1.0,1.0,-10.003,-13.945312,57.977,-7.845016,1.0,1.0,4.68967,20.926649,5.249566,5.113571,61.5,1.900002,4.696904,0.045573,4.696904,479.905548,44.294518,-4.613716,14.024,-0.078125,198.0,0.001,0.001,0.0,0.0,1.0
398,181684,2025-05-17 23:26:04,2.424045,43.070023,63.400002,5.15408,,,,,4.281702,1.681111,1.0,1.0,30.285,35.234371,57.977,-6.324665,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.5,1.900002,4.697628,0.045573,4.697628,480.584351,44.294518,-4.635416,13.997,0.195312,197.0,0.001,0.001,0.0,0.0,1.0
398,181685,2025-05-17 23:26:04,2.404514,43.055557,63.5,5.15408,,,,,4.280372,1.714527,1.0,1.0,66.305,34.999996,57.977,-6.841584,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,480.703552,44.294518,-4.639757,13.993,-0.253906,197.0,0.001,0.001,0.0,0.0,1.0
398,181686,2025-05-17 23:26:05,2.404514,43.055557,63.400002,5.154803,,,,,4.28129,1.703948,1.0,1.0,90.767,35.351559,57.977,-6.4767,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,1.900002,4.697628,0.045573,4.697628,480.703552,44.294518,-4.657118,13.993,-0.742187,197.0,0.001,0.001,0.0,0.0,1.0
398,181687,2025-05-17 23:26:06,2.473958,43.055557,63.5,5.154803,,,,,4.292254,1.698685,1.0,1.0,118.123,36.230465,57.977,-7.054433,1.0,1.0,4.690393,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,481.017151,44.200352,-4.661459,13.993,-1.328125,197.0,0.001,0.001,0.0,0.0,1.0
398,181688,2025-05-17 23:26:06,2.398004,43.055557,63.5,5.15408,,,,,4.296864,1.701892,1.0,1.0,169.955,38.242184,57.977,-7.480132,1.0,1.0,4.688947,20.926649,5.249566,5.113571,61.5,2.0,4.697628,0.045573,4.697628,481.027405,44.194469,-4.622396,13.993,-2.167969,198.0,0.001,0.001,0.0,0.0,1.0
398,181689,2025-05-17 23:26:07,2.408854,43.055557,63.5,5.154803,,,,,4.291107,1.665405,1.0,1.0,212.368,52.695309,57.976,-8.331529,1.0,1.0,4.68967,20.924479,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,479.794464,44.194469,-4.639757,13.993,-2.421875,198.0,0.001,0.001,0.0,0.0,1.0
398,181690,2025-05-17 23:26:07,2.382813,43.055557,63.5,5.154803,,,,,4.289191,1.662518,1.0,1.0,241.047,50.019527,57.977,-2.493377,1.0,1.0,4.688947,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,479.509033,44.194469,-4.605034,13.993,-2.851562,198.0,0.001,0.001,0.0,0.0,1.0
398,181691,2025-05-17 23:26:08,2.419705,43.041088,63.5,5.153357,,,,,4.285392,1.686178,1.0,1.0,284.217,42.460934,57.977,-3.131925,1.0,1.0,4.688223,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,479.497772,44.194469,-4.635416,13.993,-2.363281,198.0,0.001,0.001,0.0,0.0,1.0
398,181692,2025-05-17 23:26:08,2.419705,43.041088,63.5,5.15408,,,,,4.282366,1.673985,1.0,1.0,297.186,40.097652,57.977,-2.554191,1.0,1.0,4.688947,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,479.390411,44.194469,-4.613716,13.993,-1.308594,198.0,0.001,0.001,0.0,0.0,1.0
