层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),CPU占用率(%),内存占用率(%),硬盘剩余容量(%),网络占用率(%),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),卸灰蝶阀状态(),过滤器安全门锁(),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),基材加热监控用PT100(℃),基材加热PT100偏差(℃),预涂料钝化压力(Bar),喷水压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),过滤器氧含量(%),灰桶料位(%),预涂料剩余重量(g),预涂料蝶阀状态()
398,181693,2025-05-17 23:26:09,2.361111,43.041088,63.5,5.15408,,,,,4.281787,1.647239,1.0,1.0,330.538,43.105465,57.977,-5.594895,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,480.737152,44.194469,-4.622396,13.993,-3.652343,197.0,0.001,0.001,0.0,0.0,1.0
398,181694,2025-05-17 23:26:10,2.426215,43.041088,63.5,5.153357,,,,,4.279844,1.677001,1.0,1.0,397.737,37.617184,57.977,-3.679252,1.0,1.0,4.68967,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,482.275055,44.194469,-4.622396,13.993,-3.378906,197.0,0.001,0.001,0.0,0.0,1.0
398,181695,2025-05-17 23:26:10,2.426215,43.041088,63.5,5.154803,,,,,4.280296,1.69302,1.0,1.0,407.091,38.691402,57.977,-3.588031,1.0,1.0,4.68967,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,482.275055,44.194469,-4.622396,13.993,-3.125,197.0,0.001,0.001,0.0,0.0,1.0
398,181696,2025-05-17 23:26:11,2.434896,43.026619,63.5,5.154803,,,,,4.277786,1.689036,1.0,1.0,435.136,50.488277,57.977,-3.952915,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,482.732422,44.194469,-4.609375,13.993,-3.535156,197.0,0.001,0.001,0.0,0.0,1.0
398,181697,2025-05-17 23:26:11,2.406684,43.026619,63.5,5.154803,,,,,4.275805,1.705395,1.0,1.0,499.968,40.878902,57.977,-4.10495,1.0,1.0,4.68967,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,481.329163,44.194469,-4.587673,13.993,-4.277343,198.0,0.001,0.001,0.0,0.0,1.0
398,181698,2025-05-17 23:26:12,2.389323,43.026619,63.5,5.154803,,,,,4.278762,1.717606,1.0,1.0,512.239,38.046871,57.977,-4.348207,1.0,1.0,4.68967,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,480.350189,44.194469,-4.583334,13.993,-5.175781,198.0,0.001,0.001,0.0,0.0,1.0
398,181699,2025-05-17 23:26:13,2.419705,43.012154,63.5,5.15408,,,,,4.280723,1.709908,1.0,1.0,530.002,35.136715,58.434,1.064246,1.0,1.0,4.690393,20.926649,5.249566,5.114294,61.5,2.0,4.697628,0.045573,4.697628,478.558105,44.194469,-4.592014,13.993,-4.902343,197.0,0.001,0.001,0.0,0.0,1.0
398,181700,2025-05-17 23:26:13,2.463108,43.012154,63.5,5.15408,,,,,4.278337,1.682215,1.0,1.0,513.451,-49.863277,58.477,0.973025,1.0,1.0,4.68967,20.924479,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,478.558105,44.194469,-4.544271,13.997,-5.703125,198.0,0.001,0.001,0.0,0.0,1.0
398,181701,2025-05-17 23:26:14,2.463108,43.012154,63.5,5.154803,,,,,4.278634,1.678197,1.0,1.0,482.231,-46.523434,58.477,-3.101518,1.0,1.0,4.68967,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,478.558105,44.194469,-4.544271,13.997,-6.015625,197.0,0.001,0.001,0.0,0.0,1.0
398,181702,2025-05-17 23:26:14,2.473958,43.012154,63.5,5.15408,,,,,4.280289,1.721729,1.0,1.0,361.282,-45.019527,58.477,-6.871991,1.0,1.0,4.690393,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,479.221832,44.194469,-4.53125,13.997,-5.644531,198.0,0.001,0.001,0.0,0.0,1.0
398,181703,2025-05-17 23:26:15,2.419705,43.012154,63.5,5.15408,,,,,4.271817,1.711128,1.0,1.0,198.087,-42.695309,58.477,-8.209901,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,479.519592,44.194469,-4.500868,13.997,-4.589843,198.0,0.001,0.001,0.0,0.0,1.0
398,181704,2025-05-17 23:26:15,2.489149,43.012154,63.5,5.154803,,,,,4.270721,1.697201,1.0,1.0,87.729,-43.359371,58.477,-8.301122,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,479.221832,44.194469,-4.592014,13.997,-5.898437,197.0,0.001,0.001,0.0,0.0,1.0
398,181705,2025-05-17 23:26:16,2.413194,42.997684,63.5,5.154803,,,,,4.270722,1.705176,1.0,1.0,-6.38,-26.210936,58.153,-26.423717,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,478.340057,44.194469,-4.570313,13.997,-5.15625,198.0,0.001,0.001,0.0,0.0,1.0
398,181706,2025-05-17 23:26:17,2.432726,42.997684,63.5,5.15408,,,,,4.278164,1.694861,1.0,1.0,-10.038,-17.617186,57.977,-14.747415,1.0,1.0,4.690393,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,477.346558,44.194469,-4.552952,13.997,-5.058593,198.0,0.001,0.001,0.0,0.0,1.0
398,181707,2025-05-17 23:26:17,2.426215,42.997684,63.5,5.15408,,,,,4.276944,1.7148,1.0,1.0,-10.014,-14.531248,57.977,-8.11868,1.0,1.0,4.691117,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,477.209961,44.194469,-4.561632,24.373,-22.460936,198.0,0.001,0.001,0.0,0.0,1.0
398,181708,2025-05-17 23:26:18,2.426215,42.997684,63.5,5.15408,,,,,4.276814,1.721555,1.0,1.0,-10.009,-14.140623,57.977,-6.507107,1.0,1.0,4.691117,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,478.340057,44.194469,-4.561632,45.247,-25.781248,198.0,0.001,0.001,0.0,0.0,1.0
398,181709,2025-05-17 23:26:18,2.393663,42.997684,63.5,5.153357,,,,,4.280657,1.692191,1.0,1.0,-10.004,-13.808593,57.977,-7.419318,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,479.879364,44.194469,-4.53993,98.873,-50.878902,198.0,0.001,0.001,0.0,0.0,1.0
398,181710,2025-05-17 23:26:19,2.482639,42.997684,63.5,5.153357,,,,,4.279063,1.693625,1.0,1.0,9.091,36.77734,57.977,-7.966645,1.0,1.0,4.691117,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,480.595825,44.194469,-4.578993,99.038,-46.46484,197.0,0.001,0.001,0.0,0.0,1.0
398,181711,2025-05-17 23:26:20,2.452257,42.983219,63.5,5.154803,,,,,4.275932,1.685291,1.0,1.0,34.568,39.785152,57.977,-7.784203,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,480.595825,44.194469,-4.583334,99.034,-44.707027,198.0,0.001,0.001,0.0,0.0,1.0
398,181712,2025-05-17 23:26:20,2.395833,42.983219,63.5,5.15408,,,,,4.276087,1.68709,1.0,1.0,84.022,36.914059,57.977,-6.355072,1.0,1.0,4.690393,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,479.879364,44.194469,-4.578993,99.03,-41.015621,198.0,0.001,0.001,0.0,0.0,1.0
398,181713,2025-05-17 23:26:21,2.430556,42.983219,63.5,5.152633,,,,,4.275427,1.676938,1.0,1.0,115.963,36.386715,57.977,-7.08484,1.0,1.0,4.691117,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,478.517487,44.194469,-4.605034,99.026,-39.199215,198.0,0.001,0.001,0.0,0.0,1.0
398,181714,2025-05-17 23:26:21,2.434896,42.983219,63.5,5.15191,,,,,4.276712,1.692147,1.0,1.0,142.124,35.37109,57.977,-7.480132,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,475.706055,44.194469,-4.626736,99.023,-38.02734,197.0,0.001,0.001,0.0,0.0,1.0
398,181715,2025-05-17 23:26:22,2.415365,42.96875,63.5,5.153357,,,,,4.279306,1.695322,1.0,1.0,201.172,48.65234,57.977,-7.845016,1.0,1.0,4.690393,20.924479,5.250289,5.114294,61.5,2.0,4.697628,0.045573,4.697628,475.62793,44.294518,-4.631077,99.015,-36.113277,197.0,0.001,0.001,0.0,0.0,1.0
398,181716,2025-05-17 23:26:23,2.415365,42.96875,63.5,5.152633,,,,,4.281618,1.714714,1.0,1.0,214.074,55.332027,57.976,-6.719956,1.0,1.0,4.691117,20.926649,5.250289,5.113571,61.5,2.0,4.697628,0.045573,4.697628,478.341736,44.294518,-4.631077,99.011,-35.820309,197.0,0.001,0.001,0.0,0.0,1.0
398,181717,2025-05-17 23:26:23,2.419705,42.96875,63.5,5.152633,,,,,4.280576,1.696802,1.0,1.0,252.316,45.68359,57.977,-3.892101,1.0,1.0,4.690393,20.924479,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,478.39975,44.294518,-4.618055,99.007,-35.351559,197.0,0.001,0.001,0.0,0.0,1.0
398,181718,2025-05-17 23:26:24,2.428385,42.96875,63.5,5.152633,,,,,4.285914,1.686619,1.0,1.0,315.891,45.175777,57.977,-3.618438,1.0,1.0,4.691117,20.926649,5.250289,5.113571,61.400002,2.099998,4.697628,0.045573,4.697628,479.743195,44.294518,-4.648438,99.003,-35.019527,198.0,0.001,0.001,0.0,0.0,1.0
398,181719,2025-05-17 23:26:24,2.428385,42.96875,63.5,5.152633,,,,,4.286992,1.686401,1.0,1.0,324.779,41.425777,57.977,-4.3178,1.0,1.0,4.691117,20.924479,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,479.743195,44.294518,-4.648438,99.003,-34.58984,197.0,0.001,0.001,0.0,0.0,1.0
398,181720,2025-05-17 23:26:25,2.450087,42.96875,63.5,5.154803,,,,,4.29309,1.694239,1.0,1.0,363.628,40.019527,57.977,-3.709659,1.0,1.0,4.691117,20.924479,5.250289,5.113571,61.400002,2.099998,4.697628,0.045573,4.697628,480.68988,44.294518,-4.648438,99.003,-34.882809,197.0,0.001,0.001,0.0,0.0,1.0
398,181721,2025-05-17 23:26:25,2.417535,42.954281,63.5,5.15408,,,,,4.289144,1.714367,1.0,1.0,392.463,39.667965,57.977,-4.226579,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,480.78186,44.294518,-4.596354,99.003,-34.90234,198.0,0.001,0.001,0.0,0.0,1.0
398,181722,2025-05-17 23:26:26,2.389323,42.954281,63.5,5.154803,,,,,4.293827,1.710642,1.0,1.0,447.16,47.851559,57.977,-3.983322,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.400002,2.099998,4.697628,0.045573,4.697628,480.78186,44.294518,-4.587673,99.003,-34.648434,198.0,0.001,0.001,0.0,0.0,1.0
398,181723,2025-05-17 23:26:27,2.441406,42.954281,63.5,5.154803,,,,,4.295558,1.718542,1.0,1.0,486.544,40.624996,57.977,-4.652277,1.0,1.0,4.68967,20.926649,5.250289,5.113571,61.400002,2.099998,4.697628,0.045573,4.697628,480.762329,44.294518,-4.600695,99.003,-35.039059,197.0,0.001,0.001,0.0,0.0,1.0
398,181724,2025-05-17 23:26:27,2.441406,42.954281,63.5,5.154803,,,,,4.296714,1.714482,1.0,1.0,495.883,45.937496,57.977,-4.682684,1.0,1.0,4.68967,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,479.879364,44.294518,-4.600695,99.003,-35.05859,197.0,0.001,0.001,0.0,0.0,1.0
398,181725,2025-05-17 23:26:28,2.393663,42.954281,63.5,5.15408,,,,,4.29616,1.71076,1.0,1.0,529.989,37.265621,57.977,-4.773905,1.0,1.0,4.690393,20.926649,5.249566,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,479.743195,44.294518,-4.613716,99.0,-34.863277,198.0,0.001,0.001,0.0,0.0,1.0
398,181726,2025-05-17 23:26:28,2.408854,42.939816,63.5,5.153357,,,,,4.288987,1.679272,1.0,1.0,530.007,34.687496,58.058,9.274147,1.0,1.0,4.69184,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,481.406647,44.294518,-4.574654,99.0,-34.960934,197.0,0.001,0.001,0.0,0.0,1.0
398,181727,2025-05-17 23:26:29,2.523871,42.939816,63.5,5.153357,,,,,4.289684,1.700656,1.0,1.0,514.188,-52.617184,58.477,0.851397,1.0,1.0,4.69184,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,482.306702,44.294518,-4.548611,99.0,-34.960934,197.0,0.001,0.001,0.0,0.0,1.0
398,181728,2025-05-17 23:26:29,2.523871,42.939816,63.5,5.153357,,,,,4.291073,1.698788,1.0,1.0,478.198,-46.191402,58.477,-4.165764,1.0,1.0,4.69184,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,482.220093,44.294518,-4.548611,99.0,-35.039059,197.0,0.001,0.001,0.0,0.0,1.0
398,181729,2025-05-17 23:26:30,2.49783,42.939816,63.5,5.154803,,,,,4.29144,1.701359,1.0,1.0,343.663,-41.035152,58.477,-9.213333,1.0,1.0,4.69184,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,481.406647,44.294518,-4.565971,99.0,-35.039059,197.0,0.001,0.001,0.0,0.0,1.0
398,181730,2025-05-17 23:26:31,2.5,42.939816,63.5,5.15408,,,,,4.288346,1.687556,1.0,1.0,182.094,-41.835934,58.477,-8.088273,1.0,1.0,4.69184,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,480.11319,44.294518,-4.592014,99.0,-35.05859,197.0,0.001,0.001,0.0,0.0,1.0
398,181731,2025-05-17 23:26:31,2.5,42.939816,63.5,5.15408,,,,,4.288346,1.687556,1.0,1.0,182.094,-41.835934,58.477,-8.088273,1.0,1.0,4.69184,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,480.11319,44.294518,-4.592014,99.0,-35.05859,197.0,0.001,0.001,0.0,0.0,1.0
398,181732,2025-05-17 23:26:32,2.421875,42.925346,63.5,5.153357,,,,,4.288198,1.673599,1.0,1.0,7.15,-42.24609,57.978,-23.139757,1.0,1.0,4.69184,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,476.433838,44.294518,-4.583334,99.0,-34.960934,198.0,0.001,0.001,0.0,0.0,1.0
398,181733,2025-05-17 23:26:32,2.439236,42.925346,63.5,5.154803,,,,,4.289515,1.707428,1.0,1.0,-10.047,-25.273436,57.977,-12.74055,1.0,1.0,4.69184,20.926649,5.250289,5.113571,61.400002,2.099998,4.697628,0.045573,4.697628,476.021057,44.294518,-4.574654,99.0,-34.980465,197.0,0.001,0.001,0.0,0.0,1.0
398,181734,2025-05-17 23:26:33,2.395833,42.925346,63.5,5.15408,,,,,4.29164,1.713874,1.0,1.0,-10.026,-16.757811,57.977,-7.024026,1.0,1.0,4.69184,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,476.021057,44.294518,-4.557291,122.139,-44.257809,197.0,0.001,0.001,0.0,0.0,1.0
398,181735,2025-05-17 23:26:33,2.463108,42.925346,63.5,5.153357,,,,,4.285907,1.703851,1.0,1.0,-10.011,-15.175779,57.977,-7.449725,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,476.021057,44.294518,-4.570313,183.702,-49.43359,197.0,0.001,0.001,0.0,0.0,1.0
398,181736,2025-05-17 23:26:34,2.458767,42.925346,63.5,5.153357,,,,,4.286313,1.712531,1.0,1.0,-10.009,-15.136717,57.977,-7.449725,1.0,1.0,4.690393,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,476.021057,44.294518,-4.557291,183.975,-50.351559,197.0,0.001,0.001,0.0,0.0,1.0
398,181737,2025-05-17 23:26:35,2.419705,42.910881,63.5,5.154803,,,,,4.295914,1.727706,1.0,1.0,48.295,38.925777,57.977,-7.662574,1.0,1.0,4.68967,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,476.238373,44.394573,-4.596354,184.04,-42.382809,198.0,0.001,0.001,0.0,0.0,1.0
398,181738,2025-05-17 23:26:35,2.443576,42.910881,63.5,5.154803,,,,,4.297416,1.726329,1.0,1.0,75.654,32.87109,57.977,-7.449725,1.0,1.0,4.68967,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,476.19693,44.394573,-4.613716,184.032,-40.332027,197.0,0.001,0.001,0.0,0.0,1.0
398,181739,2025-05-17 23:26:36,2.471788,42.910881,63.5,5.154803,,,,,4.296328,1.688069,1.0,1.0,121.003,35.859371,57.977,-7.571353,1.0,1.0,4.688947,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,475.726959,44.394573,-4.605034,184.025,-37.597652,197.0,0.001,0.001,0.0,0.0,1.0
398,181740,2025-05-17 23:26:36,2.441406,42.910881,63.5,5.154803,,,,,4.294688,1.68838,1.0,1.0,156.997,34.941402,57.977,-7.540946,1.0,1.0,4.688947,20.926649,5.250289,5.114294,61.400002,2.099998,4.697628,0.045573,4.697628,476.609711,44.394573,-4.626736,184.021,-36.132809,197.0,0.001,0.001,0.0,0.0,1.0
