层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),CPU占用率(%),内存占用率(%),硬盘剩余容量(%),网络占用率(%),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%)
137,46632,2025-06-08 18:12:15,4.908854,36.762154,48.900002,4.748264,,,,,3.445143,2.298622,1.0,1.0,87.33,-46.425777,77.948,-7.29769,5.52011,2.439236,4.722222,3.399884,5.364583,460.515259,42.393494,-1.640625,55.416,-21.132811,236.0,0.001
137,46633,2025-06-08 18:12:16,4.904514,36.762154,48.900002,4.748264,,,,,3.461904,2.324439,1.0,1.0,-5.087,-24.804686,77.492,-13.318284,5.518663,2.439236,4.722222,3.399884,5.365307,451.865417,42.493549,-1.671007,55.416,-21.601561,236.0,0.001
137,46634,2025-06-08 18:12:16,4.856771,36.762154,48.900002,4.748987,,,,,3.466924,2.313919,1.0,1.0,-5.04,-10.312499,77.488,-10.58165,5.51794,2.424045,4.539207,3.400608,5.364583,475.597809,42.593601,-1.640625,66.29,-24.394529,235.0,0.001
137,46635,2025-06-08 18:12:17,4.867621,36.762154,48.900002,4.730179,,,,,3.474233,2.322812,1.0,1.0,-5.007,-7.36328,77.488,-4.439428,5.519387,2.424045,4.723669,3.399884,5.364583,466.586914,42.593601,-1.644966,119.24,-25.019529,234.0,0.001
137,46636,2025-06-08 18:12:17,4.867621,36.762154,48.900002,4.730179,,,,,3.474233,2.322812,1.0,1.0,-5.007,-7.36328,77.488,-4.439428,5.519387,2.424045,4.723669,3.399884,5.364583,466.586914,42.593601,-1.644966,119.24,-25.019529,234.0,0.001
137,46637,2025-06-08 18:12:18,4.887153,36.762154,48.900002,4.752604,,,,,3.47917,2.315511,1.0,1.0,-5.0,-7.246093,77.488,-4.378614,5.519387,2.424045,4.727286,3.399884,5.364583,463.722351,42.699539,-1.666666,119.409,-27.363279,234.0,0.001
137,46638,2025-06-08 18:12:18,4.943576,36.762154,48.900002,4.754051,,,,,3.48806,2.311905,1.0,1.0,60.727,32.421871,77.488,-4.378614,5.519387,2.424045,4.727286,3.399884,5.364583,471.225342,42.793709,-1.71875,119.421,-27.539061,234.0,0.001
137,46639,2025-06-08 18:12:19,4.952257,36.762154,48.900002,4.752604,,,,,3.496724,2.326404,1.0,1.0,123.902,33.261715,77.488,-5.351639,5.519387,2.439236,4.725839,3.399884,5.365307,465.508881,42.99382,-1.72743,119.421,-26.757811,234.0,0.001
137,46640,2025-06-08 18:12:19,4.952257,36.762154,48.900002,4.752604,,,,,3.496724,2.326404,1.0,1.0,123.902,33.261715,77.488,-5.351639,5.519387,2.439236,4.725839,3.399884,5.365307,465.508881,42.99382,-1.72743,119.421,-26.757811,234.0,0.001
137,46641,2025-06-08 18:12:20,4.906684,36.762154,48.900002,4.751881,,,,,3.504259,2.322376,1.0,1.0,183.106,32.128902,77.488,-6.294257,5.519387,2.439236,4.725839,3.399884,5.365307,490.180084,42.999706,-1.71875,119.421,-26.679686,234.0,0.001
137,46642,2025-06-08 18:12:20,4.99132,36.747684,48.900002,4.752604,,,,,3.514645,2.339005,1.0,1.0,261.085,41.582027,77.489,0.0,5.519387,2.439236,4.725839,3.399884,5.364583,482.283325,43.093876,-1.762154,119.421,-25.839842,234.0,0.001
137,46643,2025-06-08 18:12:21,4.99132,36.747684,48.900002,4.750434,,,,,3.51965,2.350063,1.0,1.0,324.687,35.273434,77.488,-10.733685,5.518663,2.439236,4.725116,3.399884,5.365307,476.383118,43.099758,-1.71875,119.421,-25.234373,235.0,0.001
137,46644,2025-06-08 18:12:21,4.924045,36.747684,48.900002,4.751881,,,,,3.521909,2.354233,1.0,1.0,369.145,30.976559,77.488,-5.838152,5.519387,2.439236,4.725116,3.399884,5.364583,482.993256,43.193924,-1.71875,119.421,-25.371092,234.0,0.001
137,46645,2025-06-08 18:12:22,4.930555,36.747684,48.900002,4.751881,,,,,3.533425,2.37952,1.0,1.0,413.164,30.585934,77.488,-1.794015,5.52011,2.439236,4.724392,3.399884,5.364583,478.503876,43.299866,-1.783854,119.421,-24.999998,235.0,0.001
137,46646,2025-06-08 18:12:22,4.913195,36.747684,48.900002,4.751157,,,,,3.536963,2.372369,1.0,1.0,513.07,27.480467,77.488,-3.101518,5.519387,2.439236,4.724392,3.399884,5.364583,488.580536,43.394035,-1.779514,119.421,-24.472654,235.0,0.001
137,46647,2025-06-08 18:12:23,4.921875,36.747684,48.900002,4.751157,,,,,3.541598,2.387947,1.0,1.0,520.047,19.824217,77.488,-5.382046,5.52011,2.439236,4.724392,3.399884,5.364583,504.273285,43.394035,-1.766493,119.421,-24.472654,235.0,0.001
137,46648,2025-06-08 18:12:23,5.00217,36.747684,48.900002,4.751157,,,,,3.549204,2.376128,1.0,1.0,520.025,13.203124,77.488,-8.088273,5.519387,2.439236,4.724392,3.399884,5.364583,473.692474,43.494087,-1.783854,119.421,-23.691404,235.0,0.001
138,46777,2025-06-08 18:13:30,4.785156,36.776619,49.0,4.748987,,,,,3.469383,2.283633,1.0,1.0,520.003,12.695312,77.488,-5.503675,5.519387,2.454427,4.722222,3.399884,5.364583,464.546783,41.999165,-1.55382,119.417,-23.085936,235.0,0.001
138,46778,2025-06-08 18:13:30,4.800347,36.776619,49.0,4.748987,,,,,3.464568,2.285938,1.0,1.0,520.003,12.617187,77.488,-5.199604,5.519387,2.454427,4.722222,3.399884,5.364583,475.512451,41.999165,-1.5625,119.417,-23.281248,235.0,0.001
138,46779,2025-06-08 18:13:31,4.800347,36.776619,49.0,4.748987,,,,,3.464568,2.285938,1.0,1.0,520.003,12.617187,77.488,-5.199604,5.519387,2.454427,4.722222,3.399884,5.364583,475.512451,41.999165,-1.5625,119.417,-23.281248,235.0,0.001
138,46780,2025-06-08 18:13:31,4.743924,36.776619,49.0,4.748987,,,,,3.460681,2.279982,1.0,1.0,520.003,12.441405,77.488,-5.473267,5.519387,2.454427,4.722222,3.399884,5.365307,450.304413,41.999165,-1.575521,119.417,-23.203123,235.0,0.001
