层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),卸灰蝶阀状态(),过滤器安全门锁(),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),基材加热监控用PT100(℃),基材加热PT100偏差(℃),预涂料钝化压力(Bar),喷水压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),过滤器氧含量(%),灰桶料位(%),预涂料剩余重量(g),预涂料蝶阀状态()
258,163294,2025-05-31 07:22:07,13.756511,34.215855,52.099998,4.296875,5.633171,1.630179,1,1,544.999,11.42578,47.872,-1.733201,1,1,6.449653,0,4.334491,4.31496,51.900002,0.199997,5.149016,0,5.149016,485.456879,45.995438,5.078125,100.566,0.917969,179,0.001,0.001,0,0,1
258,163295,2025-05-31 07:22:08,13.717448,34.215855,52.099998,4.296152,5.620344,1.613355,1,1,544.999,11.26953,47.872,-2.584599,1,1,6.450376,0,4.334491,4.316406,51.900002,0.199997,5.148293,0,5.148293,487.859344,45.995438,5.065105,100.57,0.390625,179,0.001,0.001,0,0,1
258,163296,2025-05-31 07:22:08,13.752171,34.215855,52.099998,4.296875,5.622456,1.610123,1,1,544.999,11.464843,47.872,-2.402156,1,1,6.448929,0,4.334491,4.316406,51.900002,0.199997,5.149016,0,5.149016,487.485046,45.895382,5.073784,100.566,1.71875,179,0.001,0.001,0,0,1
258,163297,2025-05-31 07:22:09,13.680555,34.215855,52.099998,4.296875,5.616746,1.619636,1,1,544.999,11.347655,47.872,-2.554191,1,1,6.450376,0,4.335938,4.31713,51.900002,0.199997,5.148293,0,5.148293,486.478882,45.895382,5.082466,100.566,1.074219,179,0.001,0.001,0,0,1
258,163298,2025-05-31 07:22:09,13.702257,34.215855,52.099998,4.296875,5.605752,1.599642,1,1,544.999,11.406249,47.872,-2.767041,1,1,6.450376,0,4.334491,4.315683,51.900002,0.199997,5.150463,0,5.150463,486.478882,45.895382,5.082466,100.566,1.71875,179,0.001,0.001,0,0,1
258,163299,2025-05-31 07:22:10,13.697917,34.215855,52.099998,4.295428,5.602409,1.595209,1,1,544.999,11.386718,47.872,-2.767041,1,1,6.449653,0,4.333767,4.315683,51.900002,0.199997,5.14974,0,5.14974,486.478882,45.895382,5.017361,100.566,1.972656,179,0.001,0.001,0,0,1
258,163300,2025-05-31 07:22:11,13.630642,34.215855,52.099998,4.293982,5.5979,1.601546,1,1,544.999,11.58203,47.872,-3.49681,1,1,6.448929,0,4.333767,4.314236,51.900002,0.199997,5.14974,0,5.14974,489.033234,45.795334,5.108505,100.57,0.234375,179,0.001,0.001,0,0,1
258,163301,2025-05-31 07:22:11,13.689236,34.215855,52.099998,4.296152,5.599403,1.619846,1,1,544.999,11.367187,47.872,-3.344774,1,1,6.449653,0,4.333767,4.31496,51.900002,0.199997,5.14974,0,5.14974,489.033234,45.795334,5.060764,100.566,1.171875,179,0.001,0.001,0,0,1
258,163302,2025-05-31 07:22:12,13.643663,34.215855,52.099998,4.296152,5.608454,1.620167,1,1,544.999,11.328124,47.872,-3.010297,1,1,6.450376,0,4.333767,4.315683,51.900002,0.199997,5.149016,0,5.149016,489.033234,45.795334,5.117188,100.57,1.386719,179,0.001,0.001,0,0,1
258,163303,2025-05-31 07:22:12,13.656684,34.215855,52.099998,4.296152,5.596705,1.617366,1,1,544.999,11.152343,47.872,-2.97989,1,1,6.450376,0,4.334491,4.315683,51.900002,0.199997,5.150463,0,5.150463,480.459137,45.795334,5.138889,100.566,1.230469,179,0.001,0.001,0,0,1
258,163304,2025-05-31 07:22:13,13.702257,34.201389,52.099998,4.296152,5.586437,1.610749,1,1,544.999,11.621093,47.872,-1.094653,1,1,6.451099,0,4.334491,4.315683,51.900002,0.199997,5.14974,0,5.14974,474.54361,45.795334,5.12587,100.57,0.3125,179,0.001,0.001,0,0,1
258,163305,2025-05-31 07:22:13,13.702257,34.215855,52.099998,4.295428,5.582644,1.600538,1,1,544.999,11.308593,47.872,-1.946051,1,1,6.448929,0,4.335214,4.315683,51.900002,0.199997,5.14974,0,5.14974,477.416534,45.795334,5.138889,100.57,1.289062,179,0.001,0.001,0,0,1
258,163306,2025-05-31 07:22:14,13.689236,34.201389,52.099998,4.296152,5.576719,1.582277,1,1,544.999,11.308593,47.872,-1.520352,1,1,6.450376,0,4.335214,4.316406,51.900002,0.199997,5.14974,0,5.14974,480.59671,45.795334,5.147568,100.57,0.292969,179,0.001,0.001,0,0,1
258,163307,2025-05-31 07:22:15,13.661024,34.201389,52.099998,4.296152,5.574691,1.592631,1,1,544.999,11.328124,47.872,-1.824422,1,1,6.449653,0,4.335214,4.315683,51.900002,0.199997,5.150463,0,5.150463,480.59671,45.795334,5.091145,100.566,1.113281,179,0.001,0.001,0,0,1
258,163308,2025-05-31 07:22:15,13.658854,34.201389,52.099998,4.295428,5.577694,1.605903,1,1,544.999,11.42578,47.872,-2.341342,1,1,6.448206,0,4.335938,4.315683,51.900002,0.199997,5.151186,0,5.151186,480.59671,45.795334,5.14323,100.566,1.816406,179,0.001,0.001,0,0,1
258,163309,2025-05-31 07:22:16,13.728298,34.201389,52.099998,4.295428,5.587633,1.594991,1,1,544.999,11.406249,47.872,-2.402156,1,1,6.451099,0,4.335214,4.31496,51.900002,0.199997,5.150463,0,5.150463,477.803162,45.795334,5.108505,100.566,1.992187,179,0.001,0.001,0,0,1
258,163310,2025-05-31 07:22:16,13.687066,34.201389,52.099998,4.295428,5.584929,1.622816,1,1,544.999,11.308593,47.872,-2.432563,1,1,6.448929,0,4.335214,4.315683,51.900002,0.199997,5.15191,0,5.15191,475.10849,45.795334,5.173611,100.57,1.40625,179,0.001,0.001,0,0,1
258,163311,2025-05-31 07:22:17,13.695746,34.201389,52.099998,4.295428,5.575779,1.592511,1,1,544.999,11.42578,47.872,-2.858262,1,1,6.451823,0,4.334491,4.315683,51.900002,0.199997,5.14974,0,5.14974,474.60202,45.795334,5.095486,100.57,0.253906,179,0.001,0.001,0,0,1
258,163312,2025-05-31 07:22:17,13.678386,34.201389,52.099998,4.296152,5.578332,1.591199,1,1,544.999,11.464843,47.872,-2.827855,1,1,6.450376,0,4.335214,4.315683,51.900002,0.199997,5.151186,0,5.151186,479.092377,45.795334,5.104168,100.57,0.664062,179,0.001,0.001,0,0,1
258,163313,2025-05-31 07:22:18,13.74566,34.201389,52.099998,4.295428,5.580673,1.616575,1,1,544.999,11.562499,47.872,-2.493377,1,1,6.448929,0,4.334491,4.31496,51.900002,0.199997,5.14974,0,5.14974,482.175507,45.795334,5.099827,100.57,1.347656,179,0.001,0.001,0,0,1
258,163314,2025-05-31 07:22:18,13.717448,34.201389,52.099998,4.295428,5.580916,1.628676,1,1,544.999,11.191405,47.872,-2.949483,1,1,6.448929,0,4.334491,4.31496,51.900002,0.199997,5.149016,0,5.149016,484.212524,45.795334,5.134548,100.566,1.738281,179,0.001,0.001,0,0,1
258,163315,2025-05-31 07:22:19,13.639323,34.201389,52.099998,4.295428,5.581065,1.623561,1,1,544.999,11.328124,47.872,-3.010297,1,1,6.448929,0,4.334491,4.31496,51.900002,0.199997,5.150463,0,5.150463,484.212524,45.795334,5.12587,100.57,0.371094,179,0.001,0.001,0,0,1
