层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),CPU占用率(%),内存占用率(%),硬盘剩余容量(%),网络占用率(%),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),卸灰蝶阀状态(),过滤器安全门锁(),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),基材加热监控用PT100(℃),基材加热PT100偏差(℃),预涂料钝化压力(Bar),喷水压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),过滤器氧含量(%),灰桶料位(%),预涂料剩余重量(g),预涂料蝶阀状态()
360,92213,2025-03-13 10:56:44,9.626736,35.532406,46.799999,5.443432,,,,,6.067109,2.451256,1.0,1.0,544.999,14.394529,55.001,-4.196172,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,479.217834,46.795872,0.659721,27.994,-24.082029,96.0,0.001,0.001,0.0,0.0,1.0
360,92214,2025-03-13 10:56:45,9.663629,35.532406,46.799999,5.444155,,,,,6.075439,2.471867,1.0,1.0,544.999,14.179686,55.001,-4.196172,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,479.217834,46.795872,0.625,27.994,-23.730467,96.0,0.001,0.001,0.0,0.0,1.0
360,92215,2025-03-13 10:56:46,9.663629,35.532406,46.799999,5.444155,,,,,6.075439,2.471867,1.0,1.0,544.999,14.179686,55.001,-4.196172,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,479.217834,46.795872,0.625,27.994,-23.730467,96.0,0.001,0.001,0.0,0.0,1.0
360,92216,2025-03-13 10:56:46,9.611546,35.532406,46.799999,5.443432,,,,,6.073249,2.466237,1.0,1.0,544.999,14.101561,55.001,-4.226579,1.0,1.0,4.566696,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,476.902252,46.795872,0.598959,27.994,-23.847654,96.0,0.001,0.001,0.0,0.0,1.0
360,92217,2025-03-13 10:56:47,9.611546,35.532406,46.799999,5.443432,,,,,6.073249,2.466237,1.0,1.0,544.999,14.101561,55.001,-4.226579,1.0,1.0,4.566696,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,476.902252,46.795872,0.598959,27.994,-23.847654,96.0,0.001,0.001,0.0,0.0,1.0
360,92218,2025-03-13 10:56:47,9.702691,35.532406,46.799999,5.441985,,,,,6.078393,2.462547,1.0,1.0,544.999,14.101561,55.001,-4.378614,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,476.076599,46.795872,0.572916,27.994,-23.457029,96.0,0.001,0.001,0.0,0.0,1.0
360,92219,2025-03-13 10:56:48,9.702691,35.532406,46.799999,5.441985,,,,,6.078393,2.462547,1.0,1.0,544.999,14.101561,55.001,-4.378614,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,476.076599,46.795872,0.572916,27.994,-23.457029,96.0,0.001,0.001,0.0,0.0,1.0
360,92220,2025-03-13 10:56:48,9.600695,35.532406,46.799999,5.442708,,,,,6.076018,2.454374,1.0,1.0,544.999,14.238279,55.001,-4.348207,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,478.934875,46.795872,0.638021,27.994,-23.671873,96.0,0.001,0.001,0.0,0.0,1.0
360,92221,2025-03-13 10:56:49,9.600695,35.532406,46.799999,5.442708,,,,,6.076018,2.454374,1.0,1.0,544.999,14.238279,55.001,-4.348207,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,478.934875,46.795872,0.638021,27.994,-23.671873,96.0,0.001,0.001,0.0,0.0,1.0
360,92222,2025-03-13 10:56:49,9.652778,35.532406,46.799999,5.443432,,,,,6.0811,2.463868,1.0,1.0,544.999,14.062498,55.001,-4.439428,1.0,1.0,4.565249,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,480.798157,46.795872,0.655382,27.994,-23.164061,96.0,0.001,0.001,0.0,0.0,1.0
360,92223,2025-03-13 10:56:50,9.652778,35.532406,46.799999,5.443432,,,,,6.0811,2.463868,1.0,1.0,544.999,14.062498,55.001,-4.439428,1.0,1.0,4.565249,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,480.798157,46.795872,0.655382,27.994,-23.164061,96.0,0.001,0.001,0.0,0.0,1.0
360,92224,2025-03-13 10:56:51,9.624566,35.532406,46.799999,5.443432,,,,,6.086785,2.449851,1.0,1.0,544.999,14.101561,55.001,-4.409021,1.0,1.0,4.566696,0.067274,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,477.570038,46.795872,0.620659,27.994,-23.789061,96.0,0.001,0.001,0.0,0.0,1.0
360,92225,2025-03-13 10:56:51,9.624566,35.532406,46.799999,5.443432,,,,,6.086785,2.449851,1.0,1.0,544.999,14.101561,55.001,-4.409021,1.0,1.0,4.566696,0.067274,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,477.570038,46.795872,0.620659,27.994,-23.789061,96.0,0.001,0.001,0.0,0.0,1.0
360,92226,2025-03-13 10:56:52,9.6875,35.532406,46.799999,5.442708,,,,,6.07499,2.465951,1.0,1.0,544.999,14.316404,55.001,-3.28396,1.0,1.0,4.567419,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,476.292053,46.895927,0.581596,27.994,-23.906248,96.0,0.001,0.001,0.0,0.0,1.0
360,92227,2025-03-13 10:56:53,9.717882,35.546875,46.799999,5.443432,,,,,6.103033,2.460228,1.0,1.0,544.999,14.296873,55.001,-4.013729,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,478.351959,46.895927,0.625,27.994,-23.632811,96.0,0.001,0.001,0.0,0.0,1.0
360,92228,2025-03-13 10:56:54,9.717882,35.546875,46.799999,5.443432,,,,,6.103033,2.460228,1.0,1.0,544.999,14.296873,55.001,-4.013729,1.0,1.0,4.565972,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,478.351959,46.895927,0.625,27.994,-23.632811,96.0,0.001,0.001,0.0,0.0,1.0
360,92229,2025-03-13 10:56:54,9.646267,35.546875,46.799999,5.443432,,,,,6.106024,2.456558,1.0,1.0,544.999,14.042967,55.001,-3.831287,1.0,1.0,4.568142,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.063657,4.500868,478.779816,46.895927,0.629341,27.994,-23.886717,96.0,0.001,0.001,0.0,0.0,1.0
360,92230,2025-03-13 10:56:55,9.646267,35.546875,46.799999,5.443432,,,,,6.106024,2.456558,1.0,1.0,544.999,14.042967,55.001,-3.831287,1.0,1.0,4.568142,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.063657,4.500868,478.779816,46.895927,0.629341,27.994,-23.886717,96.0,0.001,0.001,0.0,0.0,1.0
360,92231,2025-03-13 10:56:55,9.602864,35.546875,46.799999,5.443432,,,,,6.104471,2.475598,1.0,1.0,544.999,14.062498,55.001,-3.80088,1.0,1.0,4.567419,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,477.379028,46.895927,0.629341,27.994,-23.906248,96.0,0.001,0.001,0.0,0.0,1.0
360,92232,2025-03-13 10:56:56,9.602864,35.546875,46.799999,5.443432,,,,,6.104471,2.475598,1.0,1.0,544.999,14.062498,55.001,-3.80088,1.0,1.0,4.567419,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,477.379028,46.895927,0.629341,27.994,-23.906248,96.0,0.001,0.001,0.0,0.0,1.0
360,92233,2025-03-13 10:56:56,9.765625,35.546875,46.799999,5.443432,,,,,6.107605,2.476509,1.0,1.0,544.999,14.277342,55.001,-3.557624,1.0,1.0,4.567419,0.065104,5.426071,4.908854,49.799999,3.0,4.500868,0.062934,4.500868,480.473206,46.895927,0.564236,27.994,-23.242186,96.0,0.001,0.001,0.0,0.0,1.0
