层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),卸灰蝶阀状态(),预涂料蝶阀状态(),过滤器安全门锁(),过滤器氧含量(%),压缩空气压力(Bar),环境氧含量(%),气体实时流量(m3/h),风机转速(%),成形室氧含量监控用氧传感器(%),成形室氧含量偏差(%),基材加热监控用PT100(℃),基材加热PT100偏差(℃),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),过滤器气源压力(Bar),反吹气包压力(Bar),气动蝶阀压力(Bar),净气室压力(mBar)
164,68451,2025-06-06 02:47:42,30.0,39.134838,46.5,4.346065,14.684645,7.842559,1,1,81.408,24.804686,92.286,-12.5277,1,0,1,0.1,4.273727,0,791.905884,76.694084,0.001,0.0,48.700001,2.200001,347.989,-3.691406,273,0.001,3.53588,3.605324,4.329427,-3.467882
164,68452,2025-06-06 02:47:43,30.0,39.134838,46.5,4.346065,14.684645,7.842559,1,1,81.408,24.804686,92.286,-12.5277,1,0,1,0.1,4.273727,0,791.905884,76.694084,0.001,0.0,48.700001,2.200001,347.989,-3.691406,273,0.001,3.53588,3.605324,4.329427,-3.467882
164,68453,2025-06-06 02:47:43,30.0,39.134838,46.5,4.345341,14.681252,7.843214,1,1,101.0,26.503904,92.286,-12.314852,1,0,1,0.1,4.273727,0,818.264343,76.694084,0.001,0.0,48.700001,2.200001,347.989,-4.628906,273,0.001,3.536603,3.605324,4.330874,-3.463541
164,68454,2025-06-06 02:47:44,30.0,39.134838,46.5,4.346788,14.676023,7.85523,1,1,108.119,25.703123,92.286,-12.5277,1,0,1,0.1,4.273727,0,814.126343,76.598915,0.001,0.0,48.700001,2.200001,347.989,-4.882812,273,0.001,3.536603,3.605324,4.330874,-3.476563
164,68455,2025-06-06 02:47:44,30.0,39.134838,46.5,4.346788,14.676023,7.85523,1,1,108.119,25.703123,92.286,-12.5277,1,0,1,0.1,4.273727,0,814.126343,76.598915,0.001,0.0,48.700001,2.200001,347.989,-4.882812,273,0.001,3.536603,3.605324,4.330874,-3.476563
164,68456,2025-06-06 02:47:45,30.0,39.120369,46.5,4.345341,14.659713,7.790557,1,1,129.807,27.656248,92.286,-12.132409,1,0,1,0.1,4.273727,0,748.867676,76.49778,0.001,0.0,48.700001,2.200001,347.989,-5.917968,273,0.001,3.53805,3.607494,4.330151,-3.485243
164,68457,2025-06-06 02:47:45,30.0,39.120369,46.5,4.347512,14.664755,7.814861,1,1,137.004,29.941402,92.286,-11.919559,1,0,1,0.1,4.273727,0,725.0578,76.49778,0.001,0.0,48.700001,2.200001,347.989,-6.386718,273,0.001,3.53588,3.605324,4.330874,-3.546007
164,68458,2025-06-06 02:47:46,30.0,39.120369,46.5,4.345341,14.662473,7.833862,1,1,147.305,31.015621,92.286,-11.706711,1,0,1,0.1,4.273727,0,752.140259,76.39666,0.001,0.0,48.700001,2.200001,347.993,-7.441405,273,0.001,3.53805,3.606771,4.329427,-3.441841
164,68459,2025-06-06 02:47:46,30.0,39.120369,46.5,4.345341,14.662473,7.833862,1,1,147.305,31.015621,92.286,-11.706711,1,0,1,0.1,4.273727,0,752.140259,76.39666,0.001,0.0,48.700001,2.200001,347.993,-7.441405,273,0.001,3.53805,3.606771,4.329427,-3.441841
164,68460,2025-06-06 02:47:47,30.0,39.120369,46.5,4.347512,14.652426,7.805818,1,1,158.529,31.30859,92.286,-12.284444,1,0,1,0.1,4.273727,0,769.242188,76.39666,0.001,0.0,48.700001,2.200001,347.993,-7.05078,273,0.001,3.536603,3.606771,4.330151,-3.506945
164,68461,2025-06-06 02:47:47,30.0,39.105904,46.5,4.346788,14.650934,7.774566,1,1,170.948,33.730465,92.286,-13.987239,1,0,1,0.1,4.273727,0,762.152405,76.301483,0.001,0.0,48.700001,2.200001,347.993,-7.910155,273,0.001,3.537326,3.606047,4.330874,-3.463541
164,68462,2025-06-06 02:47:48,30.0,39.105904,46.5,4.346065,14.63894,7.694758,1,1,190.222,39.374996,92.286,-22.257954,1,0,1,0.1,4.273727,0,734.328613,76.295532,0.001,0.0,48.700001,2.200001,347.993,-8.281249,273,0.001,3.536603,3.604601,4.330874,-3.506945
164,68463,2025-06-06 02:47:49,30.0,39.105904,46.5,4.346788,14.627359,7.68705,1,1,197.312,40.83984,92.286,-23.413422,1,0,1,0.1,4.273727,0,729.867249,76.295532,0.001,0.0,48.700001,2.200001,347.993,-8.320312,273,0.001,3.53805,3.604601,4.331597,-3.480904
164,68464,2025-06-06 02:47:49,30.0,39.091434,46.5,4.346788,14.608184,7.717633,1,1,213.579,50.488277,92.286,-23.839119,1,0,1,0.1,4.273727,0,752.717468,76.200356,0.001,0.0,48.700001,2.200001,347.993,-8.652343,273,0.001,3.539496,3.606771,4.330874,-3.424479
164,68465,2025-06-06 02:47:50,30.0,39.091434,46.5,4.346788,14.608184,7.717633,1,1,213.579,50.488277,92.286,-23.839119,1,0,1,0.1,4.273727,0,752.717468,76.200356,0.001,0.0,48.700001,2.200001,347.993,-8.652343,273,0.001,3.539496,3.606771,4.330874,-3.424479
164,68466,2025-06-06 02:47:50,30.0,39.091434,46.5,4.346065,14.591807,7.725774,1,1,221.363,33.554684,92.286,-16.845501,1,0,1,0.1,4.273727,0,763.103271,76.200356,0.001,0.0,48.700001,2.200001,347.993,-9.121093,273,0.001,3.53805,3.605324,4.331597,-3.415798
164,68467,2025-06-06 02:47:51,30.0,39.091434,46.5,4.346065,14.585803,7.724182,1,1,232.428,35.546871,92.286,-11.159384,1,0,1,0.1,4.273727,0,756.820251,76.194412,0.001,0.0,48.700001,2.200001,347.993,-9.199218,273,0.001,3.538773,3.604601,4.328704,-3.441841
164,68468,2025-06-06 02:47:51,30.0,39.091434,46.5,4.346065,14.58642,7.703409,1,1,245.584,31.054684,92.286,-9.578218,1,0,1,0.1,4.273727,0,750.215698,76.099236,0.001,0.0,48.700001,2.200001,347.993,-9.570312,273,0.001,3.53805,3.605324,4.329427,-3.376736
164,68469,2025-06-06 02:47:52,30.0,39.091434,46.5,4.345341,14.584032,7.711881,1,1,256.454,28.203121,92.286,-9.608624,1,0,1,0.1,4.273727,0,757.14325,76.099236,0.001,0.0,48.700001,2.200001,347.997,-9.86328,273,0.001,3.53805,3.605324,4.329427,-3.350695
164,68470,2025-06-06 02:47:52,30.0,39.076969,46.5,4.345341,14.575551,7.72756,1,1,262.168,36.093746,92.286,-10.368801,1,0,1,0.1,4.273727,0,805.214844,76.099236,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.53805,3.604601,4.330151,-3.376736
164,68471,2025-06-06 02:47:53,30.0,39.076969,46.5,4.346065,14.557103,7.66501,1,1,282.032,27.910154,92.286,-9.912695,1,0,1,0.1,4.273727,0,783.130066,75.998108,0.001,0.0,48.700001,2.200001,347.997,-9.785155,273,0.001,3.537326,3.604601,4.330874,-3.398438
164,68472,2025-06-06 02:47:53,30.0,39.076969,46.5,4.346065,14.557103,7.66501,1,1,282.032,27.910154,92.286,-9.912695,1,0,1,0.1,4.273727,0,783.130066,75.998108,0.001,0.0,48.700001,2.200001,347.997,-9.785155,273,0.001,3.537326,3.604601,4.330874,-3.398438
164,68473,2025-06-06 02:47:54,30.0,39.0625,46.5,4.345341,14.538475,7.6178,1,1,300.091,33.378902,92.286,-9.578218,1,0,1,0.1,4.273727,0,767.779236,75.896988,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.537326,3.603877,4.330151,-3.363716
164,68474,2025-06-06 02:47:54,30.0,39.0625,46.5,4.345341,14.538475,7.6178,1,1,300.091,33.378902,92.286,-9.578218,1,0,1,0.1,4.273727,0,767.779236,75.896988,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.537326,3.603877,4.330151,-3.363716
164,68475,2025-06-06 02:47:55,30.0,39.0625,46.5,4.345341,14.523133,7.617384,1,1,309.652,31.679684,92.286,-9.578218,1,0,1,0.1,4.273727,0,737.916199,75.801811,0.001,0.0,48.700001,2.200001,347.997,-9.746093,273,0.001,3.53805,3.604601,4.330151,-3.276909
164,68476,2025-06-06 02:47:55,30.0,39.0625,46.5,4.345341,14.512888,7.647889,1,1,327.85,28.066402,92.286,-10.125545,1,0,1,0.1,4.273727,0,729.816467,75.79586,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.53805,3.604601,4.330874,-3.27257
164,68477,2025-06-06 02:47:56,30.0,39.0625,46.5,4.345341,14.512888,7.647889,1,1,327.85,28.066402,92.286,-10.125545,1,0,1,0.1,4.273727,0,729.816467,75.79586,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.53805,3.604601,4.330874,-3.27257
164,68478,2025-06-06 02:47:56,30.0,39.048031,46.5,4.344618,14.504951,7.662571,1,1,340.102,39.511715,92.286,-10.824906,1,0,1,0.1,4.273727,0,712.049377,75.700684,0.001,0.0,48.700001,2.200001,347.997,-9.785155,273,0.001,3.53805,3.604601,4.330874,-3.255209
164,68479,2025-06-06 02:47:57,30.0,39.048031,46.5,4.346065,14.496419,7.660774,1,1,350.511,39.472652,92.286,-10.794499,1,0,1,0.1,4.273727,0,758.280212,75.69474,0.001,0.0,48.700001,2.200001,347.997,-9.843749,273,0.001,3.536603,3.604601,4.331597,-3.224827
164,68480,2025-06-06 02:47:57,30.0,39.048031,46.5,4.346065,14.485722,7.643906,1,1,363.335,35.742184,92.286,-11.524268,1,0,1,0.1,4.273727,0,735.739441,75.69474,0.001,0.0,48.700001,2.200001,347.997,-9.86328,273,0.001,3.53805,3.603877,4.329427,-3.28125
164,68481,2025-06-06 02:47:58,30.0,39.033566,46.5,4.346788,14.482458,7.625264,1,1,377.084,36.15234,92.286,-11.372233,1,0,1,0.1,4.273727,0,764.992798,75.599564,0.001,0.0,48.700001,2.200001,347.997,-9.86328,273,0.001,3.53805,3.604601,4.329427,-3.194445
164,68482,2025-06-06 02:47:58,30.0,39.033566,46.5,4.346788,14.478361,7.604183,1,1,386.134,29.824215,92.286,-10.612057,1,0,1,0.1,4.273727,0,786.710205,75.599564,0.001,0.0,48.700001,2.200001,347.997,-9.746093,273,0.001,3.536603,3.604601,4.328704,-3.177084
164,68483,2025-06-06 02:47:59,30.0,39.033566,46.5,4.345341,14.467892,7.560629,1,1,393.257,29.804684,92.286,-11.433047,1,0,1,0.1,4.273727,0,753.231567,75.599564,0.001,0.0,48.700001,2.200001,347.997,-9.921874,273,0.001,3.536603,3.603877,4.330151,-3.177084
164,68484,2025-06-06 02:47:59,30.0,39.033566,46.5,4.346788,14.455573,7.525613,1,1,411.238,29.863277,92.286,-10.064731,1,0,1,0.1,4.273727,0,750.193909,75.498436,0.001,0.0,48.700001,2.200001,347.997,-9.843749,273,0.001,3.53588,3.603877,4.330151,-3.168404
164,68485,2025-06-06 02:48:00,30.0,39.019096,46.5,4.345341,14.449591,7.556923,1,1,418.928,29.472652,92.286,-9.547811,1,0,1,0.1,4.273727,0,752.815857,75.498436,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.537326,3.604601,4.330151,-3.155382
164,68486,2025-06-06 02:48:00,30.0,39.019096,46.5,4.347512,14.427162,7.568772,1,1,429.58,28.398434,92.286,-8.209901,1,0,1,0.1,4.273727,0,780.488403,75.498436,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.53588,3.606771,4.330874,-3.090279
164,68487,2025-06-06 02:48:01,30.0,39.019096,46.5,4.346788,14.425609,7.602083,1,1,442.363,29.58984,92.286,-9.669439,1,0,1,0.1,4.273727,0,786.967529,75.397316,0.001,0.0,48.700001,2.200001,347.997,-9.824218,273,0.001,3.536603,3.606771,4.330151,-3.125
164,68488,2025-06-06 02:48:01,30.0,39.019096,46.5,4.345341,14.42603,7.642334,1,1,451.169,28.789059,92.286,-9.76066,1,0,1,0.1,4.273727,0,748.187744,75.397316,0.001,0.0,48.700001,2.200001,347.997,-9.785155,273,0.001,3.53805,3.606047,4.330874,-3.146702
164,68489,2025-06-06 02:48:02,30.0,39.019096,46.5,4.345341,14.42603,7.642334,1,1,451.169,28.789059,92.286,-9.76066,1,0,1,0.1,4.273727,0,748.187744,75.397316,0.001,0.0,48.700001,2.200001,347.997,-9.785155,273,0.001,3.53805,3.606047,4.330874,-3.146702
164,68490,2025-06-06 02:48:02,30.0,39.004631,46.5,4.346788,14.406734,7.610178,1,1,476.362,30.976559,92.286,-9.547811,1,0,1,0.1,4.273727,0,757.583618,75.296188,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.53805,3.607494,4.330874,-3.11632
164,68491,2025-06-06 02:48:03,30.0,39.004631,46.5,4.346065,14.398711,7.629341,1,1,482.127,30.292965,92.286,-9.182926,1,0,1,0.1,4.273727,0,781.251221,75.296188,0.001,0.0,48.700001,2.200001,347.997,-9.824218,273,0.001,3.538773,3.606771,4.330151,-3.11632
164,68492,2025-06-06 02:48:03,30.0,39.004631,46.5,4.346065,14.398711,7.629341,1,1,482.127,30.292965,92.286,-9.182926,1,0,1,0.1,4.273727,0,781.251221,75.296188,0.001,0.0,48.700001,2.200001,347.997,-9.824218,273,0.001,3.538773,3.606771,4.330151,-3.11632
164,68493,2025-06-06 02:48:04,30.0,39.004631,46.5,4.346065,14.385453,7.537215,1,1,490.44,29.960934,92.286,-8.818042,1,0,1,0.1,4.273727,0,773.867249,75.201012,0.001,0.0,48.700001,2.200001,347.997,-9.785155,273,0.001,3.536603,3.606047,4.328704,-3.090279
164,68494,2025-06-06 02:48:04,30.0,38.990162,46.5,4.346788,14.386071,7.564376,1,1,502.843,30.820309,92.286,-8.787635,1,0,1,0.1,4.273727,0,759.977905,75.195061,0.001,0.0,48.700001,2.200001,347.997,-9.785155,273,0.001,3.536603,3.605324,4.330151,-3.042534
164,68495,2025-06-06 02:48:05,30.0,38.990162,46.5,4.346788,14.373159,7.472528,1,1,524.364,26.777342,92.286,-8.453157,1,0,1,0.1,4.273727,0,763.042786,75.099892,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.53805,3.606047,4.329427,-3.020834
164,68496,2025-06-06 02:48:05,30.0,38.990162,46.5,4.346788,14.373159,7.472528,1,1,524.364,26.777342,92.286,-8.453157,1,0,1,0.1,4.273727,0,763.042786,75.099892,0.001,0.0,48.700001,2.200001,347.997,-9.726562,273,0.001,3.53805,3.606047,4.329427,-3.020834
165,69171,2025-06-06 02:53:48,30.0,40.668404,46.299999,4.325087,14.315713,7.552818,1,1,552.999,12.324218,92.286,-20.615973,1,0,1,0.1,4.277344,0,821.750305,75.195061,0.001,0.0,48.700001,2.400002,347.997,-9.843749,273,0.001,3.511285,3.580006,4.331597,-3.138021
165,69172,2025-06-06 02:53:48,30.0,40.668404,46.299999,4.325087,14.315713,7.552818,1,1,552.999,12.324218,92.286,-20.615973,1,0,1,0.1,4.277344,0,821.750305,75.195061,0.001,0.0,48.700001,2.400002,347.997,-9.843749,273,0.001,3.511285,3.580006,4.331597,-3.138021
165,69173,2025-06-06 02:53:49,30.0,40.653934,46.299999,4.32581,14.317431,7.517567,1,1,420.292,-45.117184,92.786,-3.618438,1,0,1,0.1,4.277344,0,772.130432,75.099892,0.001,0.0,48.700001,2.400002,347.997,-9.70703,273,0.001,3.512008,3.579283,4.330874,-3.111979
165,69174,2025-06-06 02:53:49,30.0,40.653934,46.299999,4.322917,14.319005,7.503167,1,1,344.275,-40.878902,92.786,-10.612057,1,0,1,0.1,4.277344,0,766.121216,75.099892,0.001,0.0,48.700001,2.400002,347.997,-9.785155,273,0.001,3.512008,3.579283,4.331597,-3.13368
165,69175,2025-06-06 02:53:50,30.0,40.653934,46.299999,4.32364,14.320194,7.451845,1,1,255.492,-43.749996,92.786,-13.318284,1,0,1,0.1,4.277344,0,758.208313,74.998756,0.001,0.0,48.700001,2.400002,347.997,-9.843749,273,0.001,3.512732,3.579283,4.331597,-3.155382
165,69176,2025-06-06 02:53:50,30.0,40.653934,46.299999,4.32364,14.320194,7.451845,1,1,255.492,-43.749996,92.786,-13.318284,1,0,1,0.1,4.277344,0,758.208313,74.998756,0.001,0.0,48.700001,2.400002,347.997,-9.843749,273,0.001,3.512732,3.579283,4.331597,-3.155382
165,69177,2025-06-06 02:53:51,30.0,40.653934,46.299999,4.324363,14.321206,7.464643,1,1,147.464,-41.523434,92.786,-13.257469,1,0,1,0.1,4.277344,0,770.085083,74.998756,0.001,0.0,48.700001,2.400002,347.997,-9.804687,273,0.001,3.512008,3.580006,4.333044,-3.168404
165,69178,2025-06-06 02:53:51,30.0,40.639469,46.299999,4.324363,14.320699,7.436533,1,1,21.876,-42.324215,92.786,-13.56154,1,0,1,0.1,4.277344,0,772.916687,74.897636,0.001,0.0,48.700001,2.400002,347.997,-9.746093,273,0.001,3.511285,3.579283,4.332321,-3.181423
165,69179,2025-06-06 02:53:52,30.0,40.639469,46.299999,4.32364,14.307882,7.388327,1,1,-5.004,-11.874999,92.336,-26.180462,1,0,1,0.1,4.277344,0,741.324646,74.897636,0.001,0.0,48.700001,2.400002,16.981,-79.33593,273,0.001,3.512008,3.580006,4.332321,-3.159721
165,69180,2025-06-06 02:53:52,30.0,40.625,46.299999,4.322917,14.306947,7.411997,1,1,-4.999,-11.914062,92.336,-24.508074,1,0,1,0.1,4.277344,0,703.479431,74.897636,0.001,0.0,48.700001,2.400002,85.106,-57.46093,273,0.001,3.512732,3.580729,4.333044,-3.207466
165,69181,2025-06-06 02:53:53,30.0,40.625,46.299999,4.322917,14.306947,7.411997,1,1,-4.999,-11.914062,92.336,-24.508074,1,0,1,0.1,4.277344,0,703.479431,74.897636,0.001,0.0,48.700001,2.400002,85.106,-57.46093,273,0.001,3.512732,3.580729,4.333044,-3.207466
165,69182,2025-06-06 02:53:53,30.0,40.625,46.299999,4.324363,14.301451,7.416992,1,1,-4.999,-12.36328,92.336,-19.82539,1,0,1,0.1,4.277344,0,728.870972,74.796509,0.001,0.0,48.700001,2.400002,87.775,-62.363274,273,0.001,3.509838,3.580006,4.333044,-3.13368
165,69183,2025-06-06 02:53:54,30.0,40.610531,46.299999,4.324363,14.283048,7.377665,1,1,-4.999,-12.871093,92.336,-16.267767,1,0,1,0.1,4.277344,0,728.579102,74.796509,0.001,0.0,48.799999,2.5,87.295,-15.898436,273,0.001,3.509838,3.580729,4.333044,-3.138021
165,69184,2025-06-06 02:53:54,30.0,40.610531,46.299999,4.324363,14.268633,7.377258,1,1,-4.999,-13.14453,92.336,-15.446776,1,0,1,0.1,4.277344,0,759.542053,74.796509,0.001,0.0,48.799999,2.5,87.072,-7.617187,273,0.001,3.512008,3.579283,4.333044,-3.098959
165,69185,2025-06-06 02:53:55,30.0,40.610531,46.299999,4.32364,14.253894,7.397905,1,1,-1.12,27.539061,92.336,-14.777822,1,0,1,0.1,4.277344,0,754.789185,74.796509,0.001,0.0,48.799999,2.5,87.007,-6.503906,273,0.001,3.509838,3.580006,4.333044,-3.098959
165,69186,2025-06-06 02:53:56,30.0,40.596066,46.299999,4.322917,14.250886,7.341581,1,1,20.848,28.80859,92.336,-14.747415,1,0,1,0.1,4.277344,0,743.967224,74.701332,0.001,0.0,48.799999,2.5,86.984,-8.066405,273,0.001,3.512008,3.580729,4.332321,-3.051216
165,69187,2025-06-06 02:53:56,30.0,40.581596,46.299999,4.322917,14.240811,7.363594,1,1,29.803,28.867184,92.336,-14.169681,1,0,1,0.1,4.277344,0,738.333252,74.695389,0.001,0.0,48.799999,2.5,86.984,-8.281249,273,0.001,3.510561,3.581453,4.333044,-2.994791
165,69188,2025-06-06 02:53:57,30.0,40.581596,46.299999,4.322917,14.230706,7.402251,1,1,39.249,27.675779,92.336,-13.622355,1,0,1,0.1,4.277344,0,753.468628,74.695389,0.001,0.0,48.799999,2.5,86.984,-8.945312,273,0.001,3.511285,3.580006,4.331597,-3.016493
