层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),卸灰蝶阀状态(),预涂料蝶阀状态(),过滤器安全门锁(),过滤器氧含量(%),压缩空气压力(Bar),环境氧含量(%),气体实时流量(m3/h),风机转速(%),成形室氧含量监控用氧传感器(%),成形室氧含量偏差(%),基材加热监控用PT100(℃),基材加热PT100偏差(℃),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),过滤器气源压力(Bar),反吹气包压力(Bar),气动蝶阀压力(Bar),净气室压力(mBar)
165,69189,2025-06-06 02:53:57,30.0,40.581596,46.299999,4.322193,14.236836,7.394977,1,1,51.812,25.683592,92.336,-13.835203,1,0,1,0.1,4.277344,0,727.657593,74.695389,0.001,0.0,48.799999,2.5,86.988,-10.17578,273,0.001,3.510561,3.580006,4.331597,-3.020834
165,69190,2025-06-06 02:53:58,30.0,40.567131,46.299999,4.322917,14.242343,7.343495,1,1,62.61,25.156248,92.336,-13.896017,1,0,1,0.1,4.277344,0,756.763916,74.695389,0.001,0.0,48.799999,2.5,86.988,-10.64453,273,0.001,3.512008,3.578559,4.331597,-3.094618
165,69191,2025-06-06 02:53:58,30.0,40.567131,46.299999,4.324363,14.234292,7.372499,1,1,69.724,24.960936,92.336,-14.260902,1,0,1,0.1,4.277344,0,761.873352,74.695389,0.001,0.0,48.799999,2.5,86.988,-11.093749,273,0.001,3.509838,3.578559,4.333044,-3.038195
165,69192,2025-06-06 02:53:59,30.0,40.552662,46.299999,4.322193,14.231045,7.388478,1,1,80.851,24.667967,92.336,-13.470319,1,0,1,0.1,4.277344,0,771.913208,74.695389,0.001,0.0,48.799999,2.5,86.988,-11.699218,273,0.001,3.508391,3.580006,4.333767,-3.025173
165,69193,2025-06-06 02:53:59,30.0,40.552662,46.299999,4.322193,14.231045,7.388478,1,1,80.851,24.667967,92.336,-13.470319,1,0,1,0.1,4.277344,0,771.913208,74.695389,0.001,0.0,48.799999,2.5,86.988,-11.699218,273,0.001,3.508391,3.580006,4.333767,-3.025173
165,69194,2025-06-06 02:54:00,30.0,40.552662,46.299999,4.32364,14.226638,7.361273,1,1,101.161,25.488279,92.336,-12.679736,1,0,1,0.1,4.277344,0,758.679321,74.600212,0.001,0.0,48.799999,2.5,86.988,-12.890624,273,0.001,3.509115,3.579283,4.332321,-2.999132
165,69195,2025-06-06 02:54:00,30.0,40.538193,46.299999,4.324363,14.215723,7.351188,1,1,108.199,26.542967,92.336,-13.166248,1,0,1,0.1,4.277344,0,757.157898,74.600212,0.001,0.0,48.799999,2.5,86.988,-13.417968,273,0.001,3.510561,3.578559,4.333044,-3.077257
165,69196,2025-06-06 02:54:01,30.0,40.523727,46.299999,4.322917,14.208686,7.378943,1,1,121.008,27.187498,92.336,-13.743982,1,0,1,0.1,4.277344,0,749.536438,74.594261,0.001,0.0,48.799999,2.5,86.992,-13.906249,273,0.001,3.511285,3.578559,4.333044,-2.986111
165,69197,2025-06-06 02:54:01,30.0,40.523727,46.299999,4.322917,14.208686,7.378943,1,1,121.008,27.187498,92.336,-13.743982,1,0,1,0.1,4.277344,0,749.536438,74.594261,0.001,0.0,48.799999,2.5,86.992,-13.906249,273,0.001,3.511285,3.578559,4.333044,-2.986111
165,69198,2025-06-06 02:54:02,30.0,40.523727,46.299999,4.322917,14.201845,7.383484,1,1,133.966,29.648434,92.336,-13.531133,1,0,1,0.1,4.277344,0,747.550964,74.594261,0.001,0.0,48.799999,2.5,86.992,-14.257811,273,0.001,3.508391,3.580006,4.333044,-3.068577
165,69199,2025-06-06 02:54:02,30.0,40.509258,46.299999,4.32364,14.186239,7.316632,1,1,152.039,31.601559,92.336,-13.86561,1,0,1,0.1,4.277344,0,737.001465,74.594261,0.001,0.0,48.799999,2.5,86.992,-14.765623,273,0.001,3.509838,3.580006,4.332321,-3.064236
165,69200,2025-06-06 02:54:03,30.0,40.509258,46.299999,4.32364,14.186239,7.316632,1,1,152.039,31.601559,92.336,-13.86561,1,0,1,0.1,4.277344,0,737.001465,74.594261,0.001,0.0,48.799999,2.5,86.992,-14.765623,273,0.001,3.509838,3.580006,4.332321,-3.064236
165,69201,2025-06-06 02:54:03,30.0,40.494793,46.299999,4.322917,14.193995,7.357713,1,1,175.966,33.886715,92.336,-13.318284,1,0,1,0.1,4.277344,0,709.357239,74.594261,0.001,0.0,48.799999,2.5,86.992,-15.468748,273,0.001,3.509838,3.580006,4.331597,-3.068577
165,69202,2025-06-06 02:54:04,30.0,40.494793,46.299999,4.322917,14.193995,7.357713,1,1,175.966,33.886715,92.336,-13.318284,1,0,1,0.1,4.277344,0,709.357239,74.594261,0.001,0.0,48.799999,2.5,86.992,-15.468748,273,0.001,3.509838,3.580006,4.331597,-3.068577
165,69203,2025-06-06 02:54:04,30.0,40.494793,46.299999,4.322917,14.183527,7.318829,1,1,184.199,42.578121,92.336,-14.717008,1,0,1,0.1,4.277344,0,706.801392,74.499084,0.001,0.0,48.799999,2.5,86.996,-15.644529,273,0.001,3.509838,3.579283,4.331597,-3.003471
165,69204,2025-06-06 02:54:05,30.0,40.480324,46.299999,4.322193,14.176806,7.289666,1,1,193.3,48.222652,92.336,-18.973993,1,0,1,0.1,4.277344,0,714.89386,74.594261,0.001,0.0,48.799999,2.5,86.996,-15.703123,273,0.001,3.510561,3.580006,4.333044,-3.055555
165,69205,2025-06-06 02:54:05,30.0,40.480324,46.299999,4.322917,14.172791,7.295503,1,1,205.488,52.753902,92.336,-20.555159,1,0,1,0.1,4.277344,0,730.948181,74.594261,0.001,0.0,48.799999,2.5,86.996,-15.703123,273,0.001,3.511285,3.580729,4.333767,-3.051216
165,69206,2025-06-06 02:54:06,30.0,40.465855,46.299999,4.324363,14.180496,7.291658,1,1,223.531,35.039059,92.336,-20.798416,1,0,1,0.1,4.277344,0,720.859863,74.594261,0.001,0.0,48.799999,2.5,86.996,-15.585936,273,0.001,3.509838,3.581453,4.333044,-3.077257
165,69207,2025-06-06 02:54:06,30.0,40.465855,46.299999,4.324363,14.180496,7.291658,1,1,223.531,35.039059,92.336,-20.798416,1,0,1,0.1,4.277344,0,720.859863,74.594261,0.001,0.0,48.799999,2.5,86.996,-15.585936,273,0.001,3.509838,3.581453,4.333044,-3.077257
165,69208,2025-06-06 02:54:07,30.0,40.465855,46.299999,4.324363,14.190751,7.30816,1,1,234.476,30.605465,92.336,-16.024509,1,0,1,0.1,4.277344,0,771.600403,74.695389,0.001,0.0,48.900002,2.600002,86.996,-15.605467,273,0.001,3.511285,3.579283,4.333044,-3.055555
165,69209,2025-06-06 02:54:07,30.0,40.451389,46.299999,4.32364,14.201744,7.341869,1,1,246.55,28.18359,92.336,-11.09857,1,0,1,0.1,4.277344,0,755.783875,74.695389,0.001,0.0,48.900002,2.600002,86.996,-15.761717,273,0.001,3.509115,3.580006,4.333767,-3.055555
165,69210,2025-06-06 02:54:08,30.0,40.43692,46.299999,4.32364,14.210318,7.350934,1,1,258.371,28.437496,92.336,-11.281012,1,0,1,0.1,4.277344,0,725.761963,74.695389,0.001,0.0,48.900002,2.600002,86.996,-15.644529,273,0.001,3.509838,3.579283,4.333767,-3.055555
165,69211,2025-06-06 02:54:08,30.0,40.43692,46.299999,4.324363,14.205733,7.348879,1,1,267.105,28.124996,92.336,-11.524268,1,0,1,0.1,4.277344,0,696.792725,74.695389,0.001,0.0,48.900002,2.600002,86.996,-15.605467,273,0.001,3.511285,3.579283,4.334491,-3.055555
165,69212,2025-06-06 02:54:09,30.0,40.43692,46.299999,4.324363,14.202035,7.362478,1,1,276.528,29.042965,92.336,-11.524268,1,0,1,0.1,4.277344,0,710.832947,74.695389,0.001,0.0,48.900002,2.600002,86.996,-15.624998,273,0.001,3.509838,3.579283,4.333044,-3.033854
165,69213,2025-06-06 02:54:09,30.0,40.422455,46.299999,4.325087,14.19924,7.370569,1,1,285.221,30.742184,92.336,-11.645897,1,0,1,0.1,4.277344,0,727.203735,74.796509,0.001,0.0,48.900002,2.600002,86.996,-15.800779,273,0.001,3.512008,3.580006,4.332321,-3.055555
165,69214,2025-06-06 02:54:10,30.0,40.422455,46.299999,4.324363,14.203526,7.356273,1,1,298.132,28.886715,92.336,-11.737118,1,0,1,0.1,4.277344,0,731.763245,74.796509,0.001,0.0,48.900002,2.600002,86.996,-15.644529,273,0.001,3.512008,3.580729,4.332321,-3.029514
165,69215,2025-06-06 02:54:10,30.0,40.407986,46.299999,4.32364,14.211734,7.40933,1,1,307.712,32.988277,92.336,-11.128977,1,0,1,0.1,4.277344,0,720.27301,74.796509,0.001,0.0,48.900002,2.600002,86.996,-15.800779,273,0.001,3.511285,3.579283,4.333044,-3.046875
165,69216,2025-06-06 02:54:11,30.0,40.407986,46.299999,4.32364,14.222281,7.394523,1,1,319.003,32.24609,92.336,-11.524268,1,0,1,0.1,4.277344,0,726.489014,74.897636,0.001,0.0,48.900002,2.600002,86.996,-15.605467,273,0.001,3.511285,3.579283,4.333044,-3.020834
165,69217,2025-06-06 02:54:11,30.0,40.39352,46.299999,4.32364,14.235546,7.38508,1,1,326.008,37.578121,92.336,-11.311419,1,0,1,0.1,4.277344,0,732.624817,74.897636,0.001,0.0,48.900002,2.600002,86.996,-15.722654,273,0.001,3.510561,3.580729,4.333767,-3.072916
165,69218,2025-06-06 02:54:12,30.0,40.39352,46.299999,4.324363,14.247213,7.403147,1,1,337.48,33.261715,92.336,-11.706711,1,0,1,0.1,4.277344,0,773.98175,74.992813,0.001,0.0,48.900002,2.600002,86.996,-15.761717,273,0.001,3.510561,3.580006,4.332321,-3.142361
165,69219,2025-06-06 02:54:12,30.0,40.379051,46.400002,4.322193,14.249516,7.417308,1,1,346.2,37.890621,92.336,-11.585082,1,0,1,0.1,4.277344,0,780.979004,74.998756,0.001,0.0,48.900002,2.5,86.996,-15.742186,273,0.001,3.510561,3.578559,4.333044,-3.059896
165,69220,2025-06-06 02:54:13,30.0,40.379051,46.400002,4.324363,14.241347,7.395158,1,1,357.027,33.281246,92.336,-11.645897,1,0,1,0.1,4.277344,0,749.568787,74.998756,0.001,0.0,48.900002,2.5,86.996,-15.761717,273,0.001,3.509838,3.580729,4.334491,-3.081596
165,69221,2025-06-06 02:54:13,30.0,40.364582,46.400002,4.322193,14.238904,7.403728,1,1,365.774,38.613277,92.336,-11.554675,1,0,1,0.1,4.277344,0,713.958069,74.998756,0.001,0.0,48.900002,2.5,86.996,-15.605467,273,0.001,3.509838,3.579283,4.334491,-3.120659
