层数,序号,时间,中效滤芯阻力(mbar),高效滤芯阻力(mbar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),卸灰蝶阀状态(),过滤器安全门锁(),压缩空气压力(bar),环境氧含量(%),过滤器气源压力(bar),脉冲清灰压力(bar),成形室压力(mbar),成形室温度(℃),加热板温度(℃),气源压力(bar),气动蝶阀压力(bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mbar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%)
576,221563,2025-04-11 23:41:50,56.898705,16.124338,1,1,-39.999,-24.003904,104.64,-9.91927,1,1,2.230179,0,4.628183,4.642651,19.574654,35.633682,54.200001,4.679543,4.563802,895.066284,77.195747,-29.982639,122.055,-8.437499,222,0.020117
576,221564,2025-04-11 23:41:51,56.914837,16.002592,1,1,-40.0,-24.589842,104.64,-7.97022,1,1,2.229456,0,4.62746,4.642651,19.570313,35.633682,54.200001,4.67882,4.564526,892.686646,77.195747,-29.982639,121.936,4.824218,222,0.019842
576,221565,2025-04-11 23:41:52,56.917294,16.071072,1,1,-37.904,28.222652,104.64,-8.457482,1,1,2.229456,0,4.626736,4.641927,19.507378,35.633682,54.200001,4.67882,4.563802,897.055237,77.195747,-29.982639,121.904,4.316406,221,0.019705
576,221566,2025-04-11 23:41:52,56.925438,15.871169,1,1,7.972,33.613277,104.64,-10.162901,1,1,2.230179,0,4.626736,4.641927,19.476997,35.619213,54.200001,4.67882,4.563802,902.295105,77.195747,-29.982639,121.888,2.695312,222,0.019596
576,221567,2025-04-11 23:41:53,56.92598,15.718519,1,1,20.928,33.613277,104.64,-9.675638,1,1,2.230179,0,4.626013,4.641927,19.476997,35.619213,54.200001,4.67882,4.563802,903.208435,77.195747,-29.982639,121.888,1.171875,222,0.01956
576,221568,2025-04-11 23:41:53,56.92931,16.091053,1,1,71.809,30.234371,104.64,-8.561896,1,1,2.230179,0,4.626736,4.641927,19.481337,35.619213,54.200001,4.67882,4.563802,909.763611,77.195747,-29.982639,121.888,0.195312,222,0.019676
576,221569,2025-04-11 23:41:54,56.92741,15.974039,1,1,100.127,33.320309,104.64,-8.909941,1,1,2.230179,0,4.626736,4.641927,19.498697,35.604744,54.200001,4.67882,4.563802,911.268799,77.195747,-29.982639,121.892,-0.214844,222,0.019575
576,221570,2025-04-11 23:41:54,56.924606,15.833591,1,1,132.056,30.136715,104.64,-7.308936,1,1,2.230179,0,4.626736,4.642651,19.53125,35.604744,54.200001,4.67882,4.563802,910.520386,77.100708,-29.982639,121.895,-1.386719,222,0.019575
576,221571,2025-04-11 23:41:55,56.921028,15.72097,1,1,148.853,29.082027,104.64,-14.548263,1,1,2.229456,0,4.626736,4.642651,19.53125,35.604744,54.200001,4.67882,4.564526,907.623413,77.100708,-29.982639,121.898,-1.679687,222,0.019575
576,221572,2025-04-11 23:41:55,56.923538,16.222942,1,1,183.41,38.691402,104.64,-4.942233,1,1,2.229456,0,4.62746,4.642651,19.496529,35.590279,54.200001,4.67882,4.563802,903.208435,77.094368,-29.982639,121.898,-2.441406,222,0.019922
576,221573,2025-04-11 23:41:56,56.923737,16.40155,1,1,215.256,24.980467,104.64,-4.420166,1,1,2.230179,0,4.62746,4.641927,19.52257,35.590279,54.200001,4.67882,4.563802,907.689453,77.195747,-29.982639,121.901,-1.464844,222,0.019922
576,221574,2025-04-11 23:41:56,56.921577,15.999916,1,1,247.955,29.726559,104.64,-4.942233,1,1,2.229456,0,4.62746,4.641927,19.487846,35.590279,54.200001,4.67882,4.563802,913.631836,77.100708,-29.982639,121.901,-2.265625,222,0.019951
576,221575,2025-04-11 23:41:57,56.922421,15.749935,1,1,278.948,32.910152,104.64,-5.464299,1,1,2.229456,0,4.626736,4.641927,19.479166,35.590279,54.200001,4.67882,4.563802,914.734192,77.094368,-29.982639,121.901,-2.246094,224,0.020009
576,221576,2025-04-11 23:41:57,56.918358,15.569571,1,1,320.963,25.488279,104.64,-4.350557,1,1,2.229456,0,4.62746,4.642651,19.498697,35.575809,54.200001,4.67882,4.564526,907.689453,77.094368,-29.982639,121.901,-1.816406,224,0.020023
576,221577,2025-04-11 23:41:58,56.921665,15.729923,1,1,343.247,35.195309,104.64,-1.044134,1,1,2.229456,0,4.62746,4.642651,19.487846,35.575809,54.200001,4.67882,4.563802,907.689453,77.094368,-29.982639,121.901,-2.597656,223,0.020001
