层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),预涂料蝶阀状态(),卸灰蝶阀状态(),过滤器安全门锁()
72,26010,2024-10-05 11:49:59,15.401476,35.300926,44.599998,4.730903,4.013992,4.771159,1,1,520.0,13.45703,104.349,-4.469835,4.872685,18.760851,4.692564,4.702691,4.842303,418.042633,46.195549,8.858505,286.998,0.429687,244,0.001,0,1,1
72,26011,2024-10-05 11:50:00,15.371094,35.300926,44.599998,4.729456,4.013856,4.805635,1,1,520.0,13.30078,104.349,-4.409021,4.872685,18.789063,4.693287,4.702691,4.842303,417.015961,46.295605,8.871529,286.998,0.15625,244,0.001,0,1,1
72,26012,2024-10-05 11:50:00,15.453559,35.300926,44.599998,4.729456,4.017555,4.816504,1,1,520.0,13.183593,104.349,-4.713091,4.871962,18.789063,4.693287,4.702691,4.842303,417.015961,46.295605,8.806423,286.998,0.429687,244,0.001,0,1,1
72,26013,2024-10-05 11:50:01,15.527344,35.315395,44.599998,4.730179,4.030728,4.84098,1,1,520.0,13.749999,104.349,-5.13879,4.871962,18.791233,4.692564,4.702691,4.842303,429.08197,46.495708,8.806423,286.998,0.058594,244,0.001,0,1,1
72,26014,2024-10-05 11:50:01,15.453559,35.315395,44.599998,4.730179,4.033882,4.862803,1,1,520.0,13.398437,104.349,-4.682684,4.871238,18.791233,4.692564,4.702691,4.842303,429.08197,46.495708,8.802082,286.998,0.058594,244,0.001,0,1,1
72,26015,2024-10-05 11:50:02,15.492621,35.315395,44.599998,4.729456,4.04422,4.836602,1,1,520.0,13.164062,104.349,-5.077976,4.871962,18.791233,4.692564,4.702691,4.842303,432.249146,46.595764,8.789063,286.998,0.136719,244,0.001,0,1,1
72,26016,2024-10-05 11:50:02,15.490452,35.315395,44.599998,4.729456,4.048015,4.846455,1,1,520.0,13.632812,104.349,-4.591463,4.871962,18.791233,4.692564,4.702691,4.842303,432.249146,46.595764,8.776043,286.998,0.058594,244,0.001,0,1,1
72,26017,2024-10-05 11:50:03,15.509983,35.315395,44.599998,4.730179,4.051376,4.870269,1,1,520.0,13.476562,104.349,-4.743498,4.871962,18.791233,4.692564,4.702691,4.842303,429.08197,46.695816,8.784721,286.998,0.078125,244,0.001,0,1,1
72,26018,2024-10-05 11:50:03,15.505642,35.315395,44.599998,4.728733,4.058532,4.91037,1,1,520.0,13.339843,104.349,-4.256986,4.871238,18.791233,4.692564,4.702691,4.842303,422.664551,46.695816,8.76302,286.998,0.488281,244,0.001,0,1,1
72,26019,2024-10-05 11:50:04,15.512153,35.315395,44.599998,4.730903,4.067058,4.907684,1,1,520.0,13.30078,104.349,-4.287393,4.871962,18.791233,4.692564,4.702691,4.842303,420.441132,46.995983,8.728298,286.998,0.566406,244,0.001,0,1,1
72,26020,2024-10-05 11:50:04,15.542535,35.315395,44.599998,4.730903,4.078798,4.906176,1,1,520.0,13.398437,104.349,-4.713091,4.871238,18.789063,4.692564,4.702691,4.842303,420.441132,46.995983,8.693577,286.998,0.0,244,0.001,0,1,1
72,26021,2024-10-05 11:50:05,15.618489,35.315395,44.599998,4.728733,4.094751,4.950648,1,1,520.0,13.515624,104.349,-4.62187,4.871962,18.789063,4.692564,4.702691,4.842303,423.383484,47.096035,8.693577,286.998,0.429687,244,0.001,0,1,1
72,26022,2024-10-05 11:50:05,15.618489,35.315395,44.599998,4.728009,4.111252,4.954076,1,1,520.0,13.261718,104.349,-4.682684,4.872685,18.791233,4.692564,4.702691,4.842303,423.383484,47.196087,8.715279,286.998,0.058594,244,0.001,0,1,1
72,26023,2024-10-05 11:50:06,15.572917,35.315395,44.599998,4.729456,4.112129,4.92601,1,1,520.0,13.476562,104.349,-4.925941,4.873409,18.791233,4.692564,4.702691,4.842303,431.093597,47.296143,8.680557,286.998,0.078125,244,0.001,0,1,1
72,26024,2024-10-05 11:50:06,15.572917,35.315395,44.599998,4.729456,4.13242,4.960892,1,1,520.0,13.535155,104.349,-4.682684,4.872685,18.791233,4.692564,4.701968,4.843027,431.093597,47.296143,8.680557,286.998,0.292969,244,0.001,0,1,1
72,26025,2024-10-05 11:50:07,15.594618,35.315395,44.599998,4.730179,4.154621,4.980431,1,1,520.0,13.183593,104.349,-4.500242,4.871962,18.791233,4.692564,4.701968,4.842303,431.093597,47.396198,8.680557,286.998,0.214844,244,0.001,0,1,1
