层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),预涂料蝶阀状态(),卸灰蝶阀状态(),过滤器安全门锁()
4,1428,2024-10-16 08:23:19,16.731771,33.391205,28.700001,4.445168,4.533032,1.3031,1,1,182.716,0.0,102.491,-13.987239,5.324074,14.99132,4.388021,3.898293,5.271267,358.047516,38.197109,10.377605,252.987,-3.867187,285,0.0101,0,1,1
4,1429,2024-10-16 08:23:19,16.777344,33.391205,28.700001,4.446615,4.54098,1.301309,1,1,182.716,0.0,102.491,-13.439912,5.323351,14.99132,4.387298,3.898293,5.271267,372.915649,38.197109,10.373264,252.991,-3.730468,285,0.0101,0,1,1
4,1430,2024-10-16 08:23:20,16.773003,33.391205,28.700001,4.446615,4.540112,1.29763,1,1,182.716,0.019531,102.491,-13.622355,5.323351,14.99132,4.386574,3.898293,5.271267,372.915649,38.197109,10.373264,252.991,-4.511718,285,0.0101,0,1,1
4,1431,2024-10-16 08:23:20,16.818577,33.376736,28.700001,4.444445,4.534353,1.302183,1,1,182.716,0.0,102.491,-13.318284,5.324074,14.99132,4.387298,3.898293,5.271267,372.915649,38.197109,10.381943,252.995,-4.121093,285,0.0101,0,1,1
4,1432,2024-10-16 08:23:21,16.775173,33.376736,28.700001,4.442274,4.530979,1.325001,1,1,182.716,0.0,102.491,-12.9534,5.323351,14.99132,4.386574,3.898293,5.271267,371.333984,38.297161,10.403645,252.995,-4.84375,285,0.0101,0,1,1
4,1433,2024-10-16 08:23:21,16.822916,33.36227,28.700001,4.442997,4.535582,1.317074,1,1,182.716,0.0,102.491,-13.196655,5.324074,14.99132,4.385128,3.898293,5.271267,366.337036,38.397217,10.394966,252.995,-4.707031,285,0.0101,0,1,1
4,1434,2024-10-16 08:23:22,16.822916,33.36227,28.700001,4.442997,4.538061,1.311051,1,1,182.716,0.019531,102.491,-13.318284,5.324074,14.99132,4.385128,3.898293,5.271267,366.337036,38.397217,10.377605,252.995,-4.257812,285,0.0101,0,1,1
4,1435,2024-10-16 08:23:22,16.788195,33.36227,28.700001,4.441551,4.541611,1.301789,1,1,182.716,0.0,102.491,-13.135841,5.324798,14.99132,4.385128,3.898293,5.271267,360.689514,38.497272,10.377605,252.995,-4.042968,285,0.0101,0,1,1
4,1436,2024-10-16 08:23:23,16.788195,33.36227,28.700001,4.440827,4.541688,1.293214,1,1,182.716,0.019531,102.491,-13.318284,5.324798,14.99132,4.385128,3.898293,5.271267,351.879822,38.497272,10.368923,252.995,-4.960937,285,0.0101,0,1,1
4,1437,2024-10-16 08:23:23,16.911892,33.347801,28.700001,4.444445,4.548172,1.31628,1,1,182.716,0.0,102.491,-13.257469,5.324798,14.99132,4.387298,3.898293,5.271267,351.879822,38.697376,10.373264,252.995,-3.4375,285,0.0101,0,1,1
4,1438,2024-10-16 08:23:24,16.911892,33.347801,28.700001,4.442274,4.55274,1.329768,1,1,182.716,0.039062,102.491,-13.531133,5.324074,14.99132,4.387298,3.898293,5.271267,351.879822,38.697376,10.377605,252.995,-3.457031,285,0.0101,0,1,1
4,1439,2024-10-16 08:23:24,16.875,33.347801,28.700001,4.443721,4.568463,1.336064,1,1,182.716,0.0,102.491,-13.166248,5.324798,14.99132,4.385851,3.898293,5.271267,358.158051,38.797432,10.329861,252.995,-4.199218,285,0.0101,0,1,1
4,1440,2024-10-16 08:23:25,16.877171,33.333332,28.799999,4.444445,4.569729,1.333866,1,1,182.716,0.019531,102.491,-13.166248,5.324074,14.99132,4.385851,3.898293,5.271267,358.047516,38.897488,10.355904,252.995,-4.550781,285,0.0101,0,1,1
4,1441,2024-10-16 08:23:25,16.992188,33.333332,28.799999,4.443721,4.58492,1.359788,1,1,182.716,0.039062,102.491,-13.500726,5.325521,14.99132,4.386574,3.898293,5.271267,358.047516,38.897488,10.32552,252.995,-3.574218,285,0.0101,0,1,1
4,1442,2024-10-16 08:23:26,16.983507,33.333332,28.700001,4.444445,4.607916,1.370151,1,1,182.716,0.0,102.491,-13.257469,5.323351,14.99132,4.385128,3.898293,5.271267,358.047516,38.997543,10.286457,252.995,-3.789062,285,0.0101,0,1,1
4,1443,2024-10-16 08:23:26,16.940104,33.318867,28.799999,4.442274,4.613746,1.355127,1,1,182.716,0.0,102.491,-13.166248,5.324798,14.989149,4.385851,3.898293,5.271267,358.047516,38.997543,10.316841,252.995,-4.511718,285,0.0101,0,1,1
4,1444,2024-10-16 08:23:27,16.961805,33.318867,28.799999,4.444445,4.61179,1.35686,1,1,182.716,0.019531,102.491,-13.227062,5.324074,14.99132,4.385128,3.897569,5.271267,358.047516,39.097595,10.329861,252.995,-3.808593,285,0.0101,0,1,1
4,1445,2024-10-16 08:23:28,16.920572,33.318867,28.799999,4.445891,4.632198,1.381556,1,1,182.716,0.019531,102.491,-13.56154,5.323351,14.989149,4.385128,3.898293,5.271267,414.96637,38.903374,10.29948,252.995,-4.179687,285,0.0101,0,1,1
4,1446,2024-10-16 08:23:28,16.903212,33.304398,28.799999,4.445891,4.648625,1.361676,1,1,182.716,0.0,102.491,-13.227062,5.324074,14.989149,4.387298,3.898293,5.271267,414.96637,38.697376,10.329861,252.995,-4.042968,285,0.0101,0,1,1
4,1447,2024-10-16 08:23:29,16.907553,33.304398,28.799999,4.444445,4.647938,1.366259,1,1,182.716,0.0,102.491,-13.531133,5.324798,14.989149,4.384404,3.897569,5.271267,414.96637,38.697376,10.360245,252.995,-4.648437,285,0.0101,0,1,1
4,1448,2024-10-16 08:23:29,16.914063,33.304398,28.799999,4.444445,4.654905,1.383726,1,1,182.716,0.0,102.491,-13.348691,5.324798,14.99132,4.385128,3.898293,5.271267,406.282257,38.597324,10.381943,252.995,-3.476562,285,0.0101,0,1,1
4,1449,2024-10-16 08:23:30,16.935764,33.289932,28.799999,4.442274,4.634919,1.322827,1,1,182.716,0.0,102.491,-13.257469,5.325521,14.99132,4.382234,3.897569,5.271267,376.662201,38.597324,10.377605,252.999,-4.335937,285,0.0101,0,1,1
4,1450,2024-10-16 08:23:30,16.935764,33.289932,28.799999,4.442997,4.627307,1.327602,1,1,182.716,0.0,102.491,-13.409505,5.326968,14.99132,4.382234,3.897569,5.271267,321.68512,38.797432,10.295139,252.999,-4.824218,285,0.0101,0,1,1
4,1451,2024-10-16 08:23:31,16.916233,33.275463,28.799999,4.440827,4.638393,1.353368,1,1,182.716,0.0,102.491,-13.227062,5.326244,14.99132,4.382957,3.898293,5.271267,298.32605,39.291817,10.208332,252.999,-4.394531,285,0.0101,0,1,1
4,1452,2024-10-16 08:23:31,17.013889,33.275463,28.799999,4.442997,4.662713,1.38319,1,1,182.716,0.019531,102.491,-13.287877,5.326244,14.99132,4.382957,3.898293,5.271267,326.324524,39.692036,10.203995,252.999,-4.042968,285,0.0101,0,1,1
4,1453,2024-10-16 08:23:32,17.03776,33.275463,28.799999,4.442274,4.702104,1.428072,1,1,182.716,0.019531,102.491,-12.922992,5.324798,14.989149,4.385851,3.897569,5.271267,345.824493,39.597866,10.195313,252.999,-4.414062,285,0.0101,0,1,1
4,1454,2024-10-16 08:23:32,17.03776,33.275463,28.799999,4.442274,4.714081,1.410188,1,1,182.716,0.0,102.491,-13.196655,5.325521,14.99132,4.385851,3.897569,5.271267,345.824493,39.597866,10.208332,252.999,-4.648437,285,0.0101,0,1,1
4,1455,2024-10-16 08:23:33,17.074654,33.260994,28.799999,4.442997,4.738385,1.397622,1,1,182.716,0.0,102.491,-13.105434,5.324798,14.99132,4.385851,3.898293,5.271267,365.365295,39.697922,10.182293,252.999,-4.394531,285,0.0101,0,1,1
4,1456,2024-10-16 08:23:33,17.029079,33.260994,28.799999,4.442997,4.748465,1.378862,1,1,182.716,0.0,102.491,-13.166248,5.324798,14.99132,4.386574,3.897569,5.271267,368.649139,39.597866,10.16927,252.999,-3.4375,285,0.0101,0,1,1
4,1457,2024-10-16 08:23:34,17.03776,33.260994,28.799999,4.441551,4.75672,1.368874,1,1,182.716,0.0,102.491,-13.531133,5.325521,14.99132,4.386574,3.897569,5.271267,354.702393,39.697922,10.173611,252.999,-4.257812,285,0.0101,0,1,1
4,1458,2024-10-16 08:23:34,17.098524,33.246529,28.799999,4.444445,4.776151,1.391201,1,1,182.716,0.0,102.491,-13.196655,5.324074,14.99132,4.388021,3.897569,5.271267,350.013214,39.892143,10.130207,252.999,-4.121093,285,0.0101,0,1,1
4,1459,2024-10-16 08:23:35,17.03776,33.246529,28.799999,4.442997,4.803859,1.395028,1,1,182.716,0.0,102.491,-13.227062,5.325521,14.99132,4.384404,3.898293,5.271267,345.824493,39.998081,10.164932,252.999,-4.726562,285,0.0101,0,1,1
4,1460,2024-10-16 08:23:35,17.048611,33.246529,28.799999,4.442274,4.811631,1.409656,1,1,182.716,0.0,102.491,-13.196655,5.324798,14.99132,4.385128,3.897569,5.271267,338.014191,40.098137,10.104168,252.999,-4.648437,285,0.0101,0,1,1
4,1461,2024-10-16 08:23:36,17.131077,33.232059,28.799999,4.444445,4.837451,1.460448,1,1,182.716,0.0,102.491,-13.287877,5.325521,14.99132,4.384404,3.897569,5.271267,338.014191,40.292355,10.095486,252.999,-4.472656,285,0.0101,0,1,1
4,1462,2024-10-16 08:23:36,17.154947,33.232059,28.799999,4.440827,4.853332,1.466227,1,1,182.716,0.0,102.491,-13.196655,5.324798,14.99132,4.384404,3.897569,5.271267,354.946014,40.492466,10.095486,252.999,-4.824218,285,0.0101,0,1,1
4,1463,2024-10-16 08:23:37,17.157118,33.232059,28.799999,4.445891,4.875772,1.495899,1,1,182.716,0.0,102.491,-13.287877,5.325521,14.99132,4.385128,3.897569,5.271267,374.627594,40.498352,10.056423,252.999,-4.238281,285,0.0101,0,1,1
4,1464,2024-10-16 08:23:37,17.157118,33.217594,28.799999,4.444445,4.881043,1.496752,1,1,182.716,0.019531,102.491,-13.348691,5.324798,14.99132,4.385851,3.897569,5.271267,387.444092,40.398296,10.056423,252.999,-4.179687,285,0.0099,0,1,1
4,1465,2024-10-16 08:23:38,17.124565,33.217594,28.799999,4.445168,4.901771,1.493051,1,1,182.716,0.039062,102.491,-13.743982,5.325521,14.99132,4.387298,3.897569,5.271267,387.520874,40.298244,10.052082,252.999,-4.511718,285,0.0099,0,1,1
